index     timeStep    vehicleName    lane        pos        speed       TLid        yellowOrRed      
130        17.90      Veh1            NC_3         147.72     13.89      C               0               
130        17.90      Veh2            NC_3         78.27      13.89      C               0               
130        17.90      Bike3           WC_2         4.18       2.63       C               1               
130        17.90      Veh5            WC_3         147.72     13.89      C               1               
130        17.90      Veh6            WC_4         78.27      13.89      C               1               

131        18.00      Bike1           NC_2         4.64       2.90       C               0               
131        18.00      Veh1            NC_3         149.11     13.89      C               0               
131        18.00      Veh2            NC_3         79.66      13.89      C               0               
131        18.00      Bike3           WC_2         4.45       2.71       C               1               
131        18.00      Veh5            WC_3         149.11     13.89      C               1               
131        18.00      Veh6            WC_4         79.66      13.89      C               1               

132        18.10      Bike1           NC_2         4.94       2.97       C               0               
132        18.10      Veh1            NC_3         150.50     13.89      C               0               
132        18.10      Veh2            NC_3         81.05      13.89      C               0               
132        18.10      Bike3           WC_2         4.73       2.78       C               1               
132        18.10      Veh5            WC_3         150.50     13.89      C               1               
132        18.10      Veh6            WC_4         81.05      13.89      C               1               

133        18.20      Bike1           NC_2         5.24       3.04       C               0               
133        18.20      Veh1            NC_3         151.88     13.89      C               0               
133        18.20      Veh2            NC_3         82.43      13.89      C               0               
133        18.20      Bike3           WC_2         5.02       2.87       C               1               
133        18.20      Veh5            WC_3         151.88     13.89      C               1               
133        18.20      Veh6            WC_4         82.43      13.89      C               1               

134        18.30      Bike1           NC_2         5.55       3.13       C               0               
134        18.30      Veh1            NC_3         153.27     13.89      C               0               
134        18.30      Veh2            NC_3         83.82      13.89      C               0               
134        18.30      Bike3           WC_2         5.31       2.95       C               1               
134        18.30      Veh5            WC_3         153.27     13.89      C               1               
134        18.30      Veh6            WC_4         83.82      13.89      C               1               

135        18.40      Bike1           NC_2         5.88       3.22       C               0               
135        18.40      Veh1            NC_3         154.66     13.89      C               0               
135        18.40      Veh2            NC_3         85.21      13.89      C               0               
135        18.40      Bike3           WC_2         5.62       3.06       C               1               
135        18.40      Veh5            WC_3         154.66     13.89      C               1               
135        18.40      Veh6            WC_4         85.21      13.89      C               1               

136        18.50      Bike1           NC_2         6.21       3.33       C               0               
136        18.50      Veh1            NC_3         156.05     13.89      C               0               
136        18.50      Veh2            NC_3         86.60      13.89      C               0               
136        18.50      Bike3           WC_2         5.93       3.17       C               1               
136        18.50      Veh5            WC_3         156.05     13.89      C               1               
136        18.50      Veh6            WC_4         86.60      13.89      C               1               

137        18.60      Bike1           NC_2         6.55       3.43       C               0               
137        18.60      Veh1            NC_3         157.44     13.89      C               0               
137        18.60      Veh2            NC_3         87.99      13.89      C               0               
137        18.60      Bike3           WC_2         6.26       3.24       C               1               
137        18.60      Veh5            WC_3         157.44     13.89      C               1               
137        18.60      Veh6            WC_4         87.99      13.89      C               1               

138        18.70      Bike1           NC_2         6.90       3.53       C               0               
138        18.70      Veh1            NC_3         158.83     13.89      C               0               
138        18.70      Veh2            NC_3         89.38      13.89      C               0               
138        18.70      Bike3           WC_2         6.59       3.33       C               1               
138        18.70      Veh5            WC_3         158.83     13.89      C               1               
138        18.70      Veh6            WC_4         89.38      13.89      C               1               

139        18.80      Bike1           NC_2         7.26       3.59       C               0               
139        18.80      Veh1            NC_3         160.22     13.89      C               0               
139        18.80      Veh2            NC_3         90.77      13.89      C               0               
139        18.80      Bike3           WC_2         6.94       3.44       C               1               
139        18.80      Veh5            WC_3         160.22     13.89      C               1               
139        18.80      Veh6            WC_4         90.77      13.89      C               1               

140        18.90      Bike1           NC_2         7.63       3.71       C               0               
140        18.90      Veh1            NC_3         161.61     13.89      C               0               
140        18.90      Veh2            NC_3         92.16      13.89      C               0               
140        18.90      Bike3           WC_2         7.29       3.56       C               1               
140        18.90      Veh5            WC_3         161.61     13.89      C               1               
140        18.90      Veh6            WC_4         92.16      13.89      C               1               

141        19.00      Bike1           NC_2         8.02       3.81       C               0               
141        19.00      Veh1            NC_3         163.00     13.89      C               0               
141        19.00      Veh2            NC_3         93.55      13.89      C               0               
141        19.00      Bike3           WC_2         7.66       3.67       C               1               
141        19.00      Veh5            WC_3         163.00     13.89      C               1               
141        19.00      Veh6            WC_4         93.55      13.89      C               1               

142        19.10      Bike1           NC_2         8.41       3.91       C               0               
142        19.10      Veh1            NC_3         164.39     13.89      C               0               
142        19.10      Veh2            NC_3         94.93      13.89      C               0               
142        19.10      Bike3           WC_2         8.04       3.77       C               1               
142        19.10      Veh5            WC_3         164.39     13.89      C               1               
142        19.10      Veh6            WC_4         94.93      13.89      C               1               

143        19.20      Bike1           NC_2         8.81       4.02       C               0               
143        19.20      Veh1            NC_3         165.77     13.89      C               0               
143        19.20      Veh2            NC_3         96.32      13.89      C               0               
143        19.20      Bike3           WC_2         8.42       3.85       C               1               
143        19.20      Veh5            WC_3         165.77     13.89      C               1               
143        19.20      Veh6            WC_4         96.32      13.89      C               1               

144        19.30      Bike1           NC_2         9.22       4.13       C               0               
144        19.30      Veh1            NC_3         167.16     13.89      C               0               
144        19.30      Veh2            NC_3         97.71      13.89      C               0               
144        19.30      Bike3           WC_2         8.81       3.94       C               1               
144        19.30      Veh5            WC_3         167.16     13.89      C               1               
144        19.30      Veh6            WC_4         97.71      13.89      C               1               

145        19.40      Bike1           NC_2         9.64       4.22       C               0               
145        19.40      Veh1            NC_3         168.55     13.89      C               0               
145        19.40      Veh2            NC_3         99.10      13.89      C               0               
145        19.40      Bike3           WC_2         9.22       4.02       C               1               
145        19.40      Veh5            WC_3         168.55     13.89      C               1               
145        19.40      Veh6            WC_4         99.10      13.89      C               1               

146        19.50      Bike1           NC_2         10.08      4.33       C               0               
146        19.50      Veh1            NC_3         169.94     13.89      C               0               
146        19.50      Veh2            NC_3         100.49     13.89      C               0               
146        19.50      Bike3           WC_2         9.62       4.09       C               1               
146        19.50      Veh5            WC_3         169.94     13.89      C               1               
146        19.50      Veh6            WC_4         100.49     13.89      C               1               

147        19.60      Bike1           NC_2         10.52      4.44       C               0               
147        19.60      Veh1            NC_3         171.33     13.89      C               0               
147        19.60      Veh2            NC_3         101.88     13.89      C               0               
147        19.60      Bike3           WC_2         10.04      4.16       C               1               
147        19.60      Veh5            WC_3         171.33     13.89      C               1               
147        19.60      Veh6            WC_4         101.88     13.89      C               1               

148        19.70      Bike1           NC_2         10.97      4.53       C               0               
148        19.70      Veh1            NC_3         172.72     13.89      C               0               
148        19.70      Veh2            NC_3         103.27     13.89      C               0               
148        19.70      Bike3           WC_2         10.47      4.27       C               1               
148        19.70      Veh5            WC_3         172.72     13.89      C               1               
148        19.70      Veh6            WC_4         103.27     13.89      C               1               

149        19.80      Bike1           NC_2         11.44      4.65       C               0               
149        19.80      Veh1            NC_3         174.11     13.89      C               0               
149        19.80      Veh2            NC_3         104.66     13.89      C               0               
149        19.80      Bike3           WC_2         10.90      4.37       C               1               
149        19.80      Veh5            WC_3         174.11     13.89      C               1               
149        19.80      Veh6            WC_4         104.66     13.89      C               1               

150        19.90      Bike1           NC_2         11.91      4.72       C               0               
150        19.90      Veh1            NC_3         175.50     13.89      C               0               
150        19.90      Veh2            NC_3         106.05     13.89      C               0               
150        19.90      Bike3           WC_2         11.35      4.45       C               1               
150        19.90      Veh5            WC_3         175.50     13.89      C               1               
150        19.90      Veh6            WC_4         106.05     13.89      C               1               

151        20.00      Veh7            EC_3         0.00       0.00       C               0               
151        20.00      Bike1           NC_2         12.39      4.81       C               0               
151        20.00      Veh1            NC_3         176.89     13.89      C               0               
151        20.00      Veh2            NC_3         107.44     13.89      C               0               
151        20.00      Veh3            SC_3         0.00       0.00       C               0               
151        20.00      Bike3           WC_2         11.80      4.55       C               1               
151        20.00      Veh5            WC_3         176.89     13.89      C               1               
151        20.00      Veh6            WC_4         107.44     13.89      C               1               

152        20.10      Veh7            EC_3         0.03       0.30       C               1               
152        20.10      Bike1           NC_2         12.88      4.89       C               0               
152        20.10      Veh1            NC_3         178.28     13.89      C               0               
152        20.10      Veh2            NC_3         108.82     13.89      C               0               
152        20.10      Veh3            SC_3         0.03       0.30       C               0               
152        20.10      Bike3           WC_2         12.27      4.64       C               1               
152        20.10      Veh5            WC_3         178.28     13.89      C               1               
152        20.10      Veh6            WC_4         108.82     13.89      C               1               

153        20.20      Veh7            EC_3         0.09       0.60       C               1               
153        20.20      Bike1           NC_2         13.38      5.00       C               0               
153        20.20      Veh1            NC_3         179.66     13.89      C               0               
153        20.20      Veh2            NC_3         110.21     13.89      C               0               
153        20.20      Veh3            SC_3         0.09       0.60       C               0               
153        20.20      Bike3           WC_2         12.74      4.76       C               1               
153        20.20      Veh5            WC_3         179.66     13.89      C               1               
153        20.20      Veh6            WC_4         110.21     13.89      C               1               

154        20.30      Veh7            EC_3         0.18       0.90       C               1               
154        20.30      Bike1           NC_2         13.89      5.11       C               0               
154        20.30      Veh1            NC_3         181.05     13.89      C               0               
154        20.30      Veh2            NC_3         111.60     13.89      C               0               
154        20.30      Veh3            SC_3         0.18       0.90       C               0               
154        20.30      Bike3           WC_2         13.23      4.84       C               1               
154        20.30      Veh5            WC_3         181.05     13.89      C               1               
154        20.30      Veh6            WC_4         111.60     13.89      C               1               

155        20.40      Veh7            EC_3         0.30       1.20       C               1               
155        20.40      Bike1           NC_2         14.41      5.22       C               0               
155        20.40      Veh1            NC_3         182.44     13.89      C               0               
155        20.40      Veh2            NC_3         112.99     13.89      C               0               
155        20.40      Veh3            SC_3         0.30       1.20       C               0               
155        20.40      Bike3           WC_2         13.72      4.94       C               1               
155        20.40      Veh5            WC_3         182.44     13.89      C               1               
155        20.40      Veh6            WC_4         112.99     13.89      C               1               

156        20.50      Veh7            EC_3         0.45       1.50       C               1               
156        20.50      Bike1           NC_2         14.95      5.34       C               0               
156        20.50      Veh1            NC_3         183.83     13.89      C               0               
156        20.50      Veh2            NC_3         114.38     13.89      C               0               
156        20.50      Veh3            SC_3         0.45       1.50       C               0               
156        20.50      Bike3           WC_2         14.22      5.01       C               1               
156        20.50      Veh5            WC_3         183.83     13.89      C               1               
156        20.50      Veh6            WC_4         114.38     13.89      C               1               

157        20.60      Veh7            EC_3         0.63       1.80       C               1               
157        20.60      Bike1           NC_2         15.49      5.45       C               0               
157        20.60      Veh1            NC_3         185.22     13.89      C               0               
157        20.60      Veh2            NC_3         115.77     13.89      C               0               
157        20.60      Veh3            SC_3         0.63       1.80       C               0               
157        20.60      Bike3           WC_2         14.73      5.08       C               1               
157        20.60      Veh5            WC_3         185.22     13.89      C               1               
157        20.60      Veh6            WC_4         115.77     13.89      C               1               

158        20.70      Veh7            EC_3         0.84       2.10       C               1               
158        20.70      Bike1           NC_2         16.04      5.52       C               0               
158        20.70      Veh1            NC_3         186.61     13.89      C               0               
158        20.70      Veh2            NC_3         117.16     13.89      C               0               
158        20.70      Veh3            SC_3         0.84       2.10       C               0               
158        20.70      Bike3           WC_2         15.25      5.14       C               1               
158        20.70      Veh5            WC_3         186.61     13.89      C               1               
158        20.70      Veh6            WC_4         117.16     13.89      C               1               

159        20.80      Veh7            EC_3         1.08       2.40       C               1               
159        20.80      Bike1           NC_2         16.60      5.55       C               0               
159        20.80      Veh1            NC_3         188.00     13.89      C               0               
159        20.80      Veh2            NC_3         118.55     13.89      C               0               
159        20.80      Veh3            SC_3         1.08       2.40       C               0               
159        20.80      Bike3           WC_2         15.77      5.25       C               1               
159        20.80      Veh5            WC_3         188.00     13.89      C               1               
159        20.80      Veh6            WC_4         118.55     13.89      C               1               

160        20.90      Veh7            EC_3         1.35       2.70       C               1               
160        20.90      Bike1           NC_2         17.15      5.51       C               1               
160        20.90      Veh1            NC_3         189.39     13.89      C               1               
160        20.90      Veh2            NC_3         119.94     13.89      C               1               
160        20.90      Veh3            SC_3         1.35       2.70       C               1               
160        20.90      Bike3           WC_2         16.31      5.35       C               1               
160        20.90      Veh5            WC_3         189.39     13.89      C               1               
160        20.90      Veh6            WC_4         119.94     13.89      C               1               

161        21.00      Veh7            EC_3         1.65       3.00       C               1               
161        21.00      Bike1           NC_2         17.70      5.53       C               1               
161        21.00      Veh1            NC_3         190.78     13.89      C               1               
161        21.00      Veh2            NC_3         121.33     13.89      C               1               
161        21.00      Veh3            SC_3         1.65       3.00       C               1               
161        21.00      Bike3           WC_2         16.85      5.45       C               1               
161        21.00      Veh5            WC_3         190.78     13.89      C               1               
161        21.00      Veh6            WC_4         121.33     13.89      C               1               

162        21.10      Veh7            EC_3         1.98       3.30       C               1               
162        21.10      Bike1           NC_2         18.25      5.52       C               1               
162        21.10      Veh1            NC_3         192.17     13.89      C               1               
162        21.10      Veh2            NC_3         122.71     13.89      C               1               
162        21.10      Veh3            SC_3         1.98       3.30       C               1               
162        21.10      Bike3           WC_2         17.41      5.55       C               1               
162        21.10      Veh5            WC_3         192.17     13.89      C               1               
162        21.10      Veh6            WC_4         122.71     13.89      C               1               

163        21.20      Veh7            EC_3         2.34       3.60       C               1               
163        21.20      Bike1           NC_2         18.81      5.54       C               1               
163        21.20      Veh1            NC_3         193.55     13.89      C               1               
163        21.20      Veh2            NC_3         124.10     13.89      C               1               
163        21.20      Veh3            SC_3         2.34       3.60       C               1               
163        21.20      Bike3           WC_2         17.96      5.54       C               1               
163        21.20      Veh5            WC_3         193.55     13.89      C               1               
163        21.20      Veh6            WC_4         124.10     13.89      C               1               

164        21.30      Veh7            EC_3         2.73       3.90       C               1               
164        21.30      Bike1           NC_2         19.36      5.52       C               1               
164        21.30      Veh1            NC_3         194.94     13.89      C               1               
164        21.30      Veh2            NC_3         125.49     13.89      C               1               
164        21.30      Veh3            SC_3         2.73       3.90       C               1               
164        21.30      Bike3           WC_2         18.52      5.55       C               1               
164        21.30      Veh5            WC_3         194.94     13.89      C               1               
164        21.30      Veh6            WC_4         125.49     13.89      C               1               

165        21.40      Veh7            EC_3         3.15       4.20       C               1               
165        21.40      Bike1           NC_2         19.91      5.53       C               1               
165        21.40      Veh1            NC_3         196.33     13.89      C               1               
165        21.40      Veh2            NC_3         126.88     13.89      C               1               
165        21.40      Veh3            SC_3         3.15       4.20       C               1               
165        21.40      Bike3           WC_2         19.07      5.55       C               1               
165        21.40      Veh5            WC_3         196.33     13.89      C               1               
165        21.40      Veh6            WC_4         126.88     13.89      C               1               

166        21.50      Veh7            EC_3         3.60       4.50       C               1               
166        21.50      Bike1           NC_2         20.47      5.54       C               1               
166        21.50      Veh1            NC_3         197.72     13.89      C               1               
166        21.50      Veh2            NC_3         128.27     13.89      C               1               
166        21.50      Veh3            SC_3         3.60       4.50       C               1               
166        21.50      Bike3           WC_2         19.62      5.53       C               1               
166        21.50      Veh5            WC_3         197.72     13.89      C               1               
166        21.50      Veh6            WC_4         128.27     13.89      C               1               

167        21.60      Veh7            EC_3         4.08       4.80       C               1               
167        21.60      Bike1           NC_2         21.02      5.54       C               1               
167        21.60      Veh1            NC_3         199.11     13.89      C               1               
167        21.60      Veh2            NC_3         129.66     13.89      C               1               
167        21.60      Veh3            SC_3         4.08       4.80       C               1               
167        21.60      Bike3           WC_2         20.18      5.55       C               1               
167        21.60      Veh5            WC_3         199.11     13.89      C               1               
167        21.60      Veh6            WC_4         129.66     13.89      C               1               

168        21.70      Veh7            EC_3         4.59       5.10       C               1               
168        21.70      Bike1           NC_2         21.57      5.52       C               1               
168        21.70      Veh1            NC_3         200.50     13.89      C               1               
168        21.70      Veh2            NC_3         131.05     13.89      C               1               
168        21.70      Veh3            SC_3         4.59       5.10       C               1               
168        21.70      Bike3           WC_2         20.73      5.54       C               1               
168        21.70      Veh5            WC_3         200.50     13.89      C               1               
168        21.70      Veh6            WC_4         131.05     13.89      C               1               

169        21.80      Veh7            EC_3         5.13       5.40       C               1               
169        21.80      Bike1           NC_2         22.12      5.51       C               1               
169        21.80      Veh1            NC_3         201.89     13.89      C               1               
169        21.80      Veh2            NC_3         132.44     13.89      C               1               
169        21.80      Veh3            SC_3         5.13       5.40       C               1               
169        21.80      Bike3           WC_2         21.29      5.54       C               1               
169        21.80      Veh5            WC_3         201.89     13.89      C               1               
169        21.80      Veh6            WC_4         132.44     13.89      C               1               

170        21.90      Veh7            EC_3         5.70       5.70       C               1               
170        21.90      Bike1           NC_2         22.68      5.53       C               1               
170        21.90      Veh1            NC_3         203.28     13.89      C               1               
170        21.90      Veh2            NC_3         133.83     13.89      C               1               
170        21.90      Veh3            SC_3         5.70       5.70       C               1               
170        21.90      Bike3           WC_2         21.84      5.50       C               1               
170        21.90      Veh5            WC_3         203.28     13.89      C               1               
170        21.90      Veh6            WC_4         133.83     13.89      C               1               

171        22.00      Veh7            EC_3         6.30       6.00       C               1               
171        22.00      Bike1           NC_2         23.23      5.53       C               1               
171        22.00      Veh1            NC_3         204.67     13.89      C               1               
171        22.00      Veh2            NC_3         135.22     13.89      C               1               
171        22.00      Veh3            SC_3         6.30       6.00       C               1               
171        22.00      Bike3           WC_2         22.39      5.50       C               1               
171        22.00      Veh5            WC_3         204.67     13.89      C               1               
171        22.00      Veh6            WC_4         135.22     13.89      C               1               

172        22.10      Veh7            EC_3         6.93       6.30       C               1               
172        22.10      Bike1           NC_2         23.78      5.54       C               1               
172        22.10      Veh1            NC_3         206.06     13.89      C               1               
172        22.10      Veh2            NC_3         136.60     13.89      C               1               
172        22.10      Veh3            SC_3         6.93       6.30       C               1               
172        22.10      Bike3           WC_2         22.94      5.54       C               1               
172        22.10      Veh5            WC_3         206.06     13.89      C               1               
172        22.10      Veh6            WC_4         136.60     13.89      C               1               

173        22.20      Veh7            EC_3         7.59       6.60       C               1               
173        22.20      Bike1           NC_2         24.33      5.50       C               1               
173        22.20      Veh1            NC_3         207.44     13.89      C               1               
173        22.20      Veh2            NC_3         137.99     13.89      C               1               
173        22.20      Veh3            SC_3         7.59       6.60       C               1               
173        22.20      Bike3           WC_2         23.50      5.55       C               1               
173        22.20      Veh5            WC_3         207.44     13.89      C               1               
173        22.20      Veh6            WC_4         137.99     13.89      C               1               

174        22.30      Veh7            EC_3         8.28       6.90       C               1               
174        22.30      Bike1           NC_2         24.89      5.54       C               1               
174        22.30      Veh1            NC_3         208.83     13.89      C               1               
174        22.30      Veh2            NC_3         139.38     13.89      C               1               
174        22.30      Veh3            SC_3         8.28       6.90       C               1               
174        22.30      Bike3           WC_2         24.05      5.53       C               1               
174        22.30      Veh5            WC_3         208.83     13.89      C               1               
174        22.30      Veh6            WC_4         139.38     13.89      C               1               

175        22.40      Veh7            EC_3         9.00       7.20       C               1               
175        22.40      Bike1           NC_2         25.44      5.50       C               1               
175        22.40      Veh1            NC_3         210.22     13.89      C               1               
175        22.40      Veh2            NC_3         140.77     13.89      C               1               
175        22.40      Veh3            SC_3         9.00       7.20       C               1               
175        22.40      Bike3           WC_2         24.60      5.54       C               1               
175        22.40      Veh5            WC_3         210.22     13.89      C               1               
175        22.40      Veh6            WC_4         140.77     13.89      C               1               

176        22.50      Veh7            EC_3         9.75       7.50       C               1               
176        22.50      Bike1           NC_2         25.99      5.52       C               1               
176        22.50      Veh1            NC_3         211.61     13.89      C               1               
176        22.50      Veh2            NC_3         142.16     13.89      C               1               
176        22.50      Veh3            SC_3         9.75       7.50       C               1               
176        22.50      Bike3           WC_2         25.16      5.52       C               1               
176        22.50      Veh5            WC_3         211.61     13.89      C               1               
176        22.50      Veh6            WC_4         142.16     13.89      C               1               

177        22.60      Veh7            EC_3         10.53      7.80       C               1               
177        22.60      Bike1           NC_2         26.54      5.55       C               1               
177        22.60      Veh1            NC_3         213.00     13.89      C               1               
177        22.60      Veh2            NC_3         143.55     13.89      C               1               
177        22.60      Veh3            SC_3         10.53      7.80       C               1               
177        22.60      Bike3           WC_2         25.71      5.50       C               1               
177        22.60      Veh5            WC_3         213.00     13.89      C               1               
177        22.60      Veh6            WC_4         143.55     13.89      C               1               

178        22.70      Veh7            EC_3         11.34      8.10       C               1               
178        22.70      Bike1           NC_2         27.10      5.53       C               1               
178        22.70      Veh1            NC_3         214.39     13.89      C               1               
178        22.70      Veh2            NC_3         144.94     13.89      C               1               
178        22.70      Veh3            SC_3         11.34      8.10       C               1               
178        22.70      Bike3           WC_2         26.26      5.55       C               1               
178        22.70      Veh5            WC_3         214.39     13.89      C               1               
178        22.70      Veh6            WC_4         144.94     13.89      C               1               

179        22.80      Veh7            EC_3         12.18      8.40       C               1               
179        22.80      Bike1           NC_2         27.65      5.55       C               1               
179        22.80      Veh1            NC_3         215.78     13.89      C               1               
179        22.80      Veh2            NC_3         146.33     13.89      C               1               
179        22.80      Veh3            SC_3         12.18      8.40       C               1               
179        22.80      Bike3           WC_2         26.81      5.50       C               1               
179        22.80      Veh5            WC_3         215.78     13.89      C               1               
179        22.80      Veh6            WC_4         146.33     13.89      C               1               

180        22.90      Veh7            EC_3         13.05      8.70       C               1               
180        22.90      Bike1           NC_2         28.21      5.54       C               1               
180        22.90      Veh1            NC_3         217.17     13.89      C               1               
180        22.90      Veh2            NC_3         147.72     13.89      C               1               
180        22.90      Veh3            SC_3         13.05      8.70       C               1               
180        22.90      Bike3           WC_2         27.36      5.50       C               1               
180        22.90      Veh5            WC_3         217.17     13.89      C               1               
180        22.90      Veh6            WC_4         147.72     13.89      C               1               

181        23.00      Veh7            EC_3         13.95      9.00       C               1               
181        23.00      Bike1           NC_2         28.76      5.55       C               1               
181        23.00      Veh1            NC_3         218.56     13.89      C               1               
181        23.00      Veh2            NC_3         149.11     13.89      C               1               
181        23.00      Veh3            SC_3         13.95      9.00       C               1               
181        23.00      Bike3           WC_2         27.91      5.53       C               1               
181        23.00      Veh5            WC_3         218.56     13.89      C               1               
181        23.00      Veh6            WC_4         149.11     13.89      C               1               

182        23.10      Veh7            EC_3         14.88      9.30       C               1               
182        23.10      Bike1           NC_2         29.32      5.55       C               1               
182        23.10      Veh1            NC_3         219.95     13.89      C               1               
182        23.10      Veh2            NC_3         150.50     13.89      C               1               
182        23.10      Veh3            SC_3         14.88      9.30       C               1               
182        23.10      Bike3           WC_2         28.47      5.52       C               1               
182        23.10      Veh5            WC_3         219.95     13.89      C               1               
182        23.10      Veh6            WC_4         150.50     13.89      C               1               

183        23.20      Veh7            EC_3         15.84      9.60       C               1               
183        23.20      Bike1           NC_2         29.87      5.50       C               1               
183        23.20      Veh1            NC_3         221.33     13.89      C               1               
183        23.20      Veh2            NC_3         151.88     13.89      C               1               
183        23.20      Veh3            SC_3         15.84      9.60       C               1               
183        23.20      Bike3           WC_2         29.02      5.55       C               1               
183        23.20      Veh5            WC_3         221.33     13.89      C               1               
183        23.20      Veh6            WC_4         151.88     13.89      C               1               

184        23.30      Veh7            EC_3         16.83      9.90       C               1               
184        23.30      Bike1           NC_2         30.42      5.53       C               1               
184        23.30      Veh1            NC_3         222.72     13.89      C               1               
184        23.30      Veh2            NC_3         153.27     13.89      C               1               
184        23.30      Veh3            SC_3         16.83      9.90       C               1               
184        23.30      Bike3           WC_2         29.57      5.51       C               1               
184        23.30      Veh5            WC_3         222.72     13.89      C               1               
184        23.30      Veh6            WC_4         153.27     13.89      C               1               

185        23.40      Veh7            EC_3         17.85      10.20      C               1               
185        23.40      Bike1           NC_2         30.97      5.52       C               1               
185        23.40      Veh1            NC_3         224.11     13.89      C               1               
185        23.40      Veh2            NC_3         154.66     13.89      C               1               
185        23.40      Veh3            SC_3         17.85      10.20      C               1               
185        23.40      Bike3           WC_2         30.13      5.54       C               1               
185        23.40      Veh5            WC_3         224.11     13.89      C               1               
185        23.40      Veh6            WC_4         154.66     13.89      C               1               

186        23.50      Veh7            EC_3         18.90      10.50      C               1               
186        23.50      Bike1           NC_2         31.52      5.52       C               1               
186        23.50      Veh1            NC_3         225.50     13.89      C               1               
186        23.50      Veh2            NC_3         156.05     13.89      C               1               
186        23.50      Veh3            SC_3         18.90      10.50      C               1               
186        23.50      Bike3           WC_2         30.68      5.55       C               1               
186        23.50      Veh5            WC_3         225.50     13.89      C               1               
186        23.50      Veh6            WC_4         156.05     13.89      C               1               

187        23.60      Veh7            EC_3         19.98      10.80      C               1               
187        23.60      Bike1           NC_2         32.08      5.53       C               1               
187        23.60      Veh1            NC_3         226.89     13.89      C               1               
187        23.60      Veh2            NC_3         157.44     13.89      C               1               
187        23.60      Veh3            SC_3         19.98      10.80      C               1               
187        23.60      Bike3           WC_2         31.23      5.50       C               1               
187        23.60      Veh5            WC_3         226.89     13.89      C               1               
187        23.60      Veh6            WC_4         157.44     13.89      C               1               

188        23.70      Veh7            EC_3         21.09      11.10      C               1               
188        23.70      Bike1           NC_2         32.63      5.56       C               1               
188        23.70      Veh1            NC_3         228.28     13.89      C               1               
