index     timeStep    vehicleName    lane        pos        speed       TLid        yellowOrRed      
98         14.70      Veh9            NC_3         72.71      13.89      C               1               
98         14.70      Veh2            NC_3         33.82      13.89      C               1               
98         14.70      Veh5            WC_3         103.27     13.89      C               0               
98         14.70      Veh10           WC_3         72.71      13.89      C               0               
98         14.70      Veh6            WC_4         33.82      13.89      C               0               

99         14.80      Veh1            NC_3         104.66     13.89      C               1               
99         14.80      Veh9            NC_3         74.10      13.89      C               1               
99         14.80      Veh2            NC_3         35.21      13.89      C               1               
99         14.80      Veh5            WC_3         104.66     13.89      C               0               
99         14.80      Veh10           WC_3         74.10      13.89      C               0               
99         14.80      Veh6            WC_4         35.21      13.89      C               0               

100        14.90      Veh1            NC_3         106.05     13.89      C               1               
100        14.90      Veh9            NC_3         75.49      13.89      C               1               
100        14.90      Veh2            NC_3         36.60      13.89      C               1               
100        14.90      Veh5            WC_3         106.05     13.89      C               0               
100        14.90      Veh10           WC_3         75.49      13.89      C               0               
100        14.90      Veh6            WC_4         36.60      13.89      C               0               

101        15.00      Bike1           NC_2         0.00       0.00       C               0               
101        15.00      Veh1            NC_3         107.44     13.89      C               1               
101        15.00      Veh9            NC_3         76.88      13.89      C               1               
101        15.00      Veh2            NC_3         37.99      13.89      C               1               
101        15.00      Bike3           WC_2         0.00       0.00       C               0               
101        15.00      Veh5            WC_3         107.44     13.89      C               0               
101        15.00      Veh10           WC_3         76.88      13.89      C               0               
101        15.00      Veh6            WC_4         37.99      13.89      C               0               

102        15.10      Bike1           NC_2         0.01       0.11       C               1               
102        15.10      Veh1            NC_3         108.82     13.89      C               1               
102        15.10      Veh9            NC_3         78.27      13.89      C               1               
102        15.10      Veh2            NC_3         39.38      13.89      C               1               
102        15.10      Bike3           WC_2         0.01       0.12       C               0               
102        15.10      Veh5            WC_3         108.82     13.89      C               0               
102        15.10      Veh10           WC_3         78.27      13.89      C               0               
102        15.10      Veh6            WC_4         39.38      13.89      C               0               

103        15.20      Bike1           NC_2         0.03       0.23       C               1               
103        15.20      Veh1            NC_3         110.21     13.89      C               1               
103        15.20      Veh9            NC_3         79.66      13.89      C               1               
103        15.20      Veh2            NC_3         40.76      13.89      C               1               
103        15.20      Bike3           WC_2         0.03       0.23       C               0               
103        15.20      Veh5            WC_3         110.21     13.89      C               0               
103        15.20      Veh10           WC_3         79.66      13.89      C               0               
103        15.20      Veh6            WC_4         40.76      13.89      C               0               

104        15.30      Bike1           NC_2         0.07       0.34       C               1               
104        15.30      Veh1            NC_3         111.60     13.89      C               1               
104        15.30      Veh9            NC_3         81.05      13.89      C               1               
104        15.30      Veh2            NC_3         42.15      13.89      C               1               
104        15.30      Bike3           WC_2         0.07       0.34       C               0               
104        15.30      Veh5            WC_3         111.60     13.89      C               0               
104        15.30      Veh10           WC_3         81.05      13.89      C               0               
104        15.30      Veh6            WC_4         42.15      13.89      C               0               

105        15.40      Bike1           NC_2         0.11       0.45       C               1               
105        15.40      Veh1            NC_3         112.99     13.89      C               1               
105        15.40      Veh9            NC_3         82.43      13.89      C               1               
105        15.40      Veh2            NC_3         43.54      13.89      C               1               
105        15.40      Bike3           WC_2         0.11       0.44       C               0               
105        15.40      Veh5            WC_3         112.99     13.89      C               0               
105        15.40      Veh10           WC_3         82.43      13.89      C               0               
105        15.40      Veh6            WC_4         43.54      13.89      C               0               

106        15.50      Bike1           NC_2         0.17       0.56       C               1               
106        15.50      Veh1            NC_3         114.38     13.89      C               1               
106        15.50      Veh9            NC_3         83.82      13.89      C               1               
106        15.50      Veh2            NC_3         44.93      13.89      C               1               
106        15.50      Bike3           WC_2         0.17       0.55       C               0               
106        15.50      Veh5            WC_3         114.38     13.89      C               0               
106        15.50      Veh10           WC_3         83.82      13.89      C               0               
106        15.50      Veh6            WC_4         44.93      13.89      C               0               

107        15.60      Bike1           NC_2         0.24       0.66       C               1               
107        15.60      Veh1            NC_3         115.77     13.89      C               1               
107        15.60      Veh9            NC_3         85.21      13.89      C               1               
107        15.60      Veh2            NC_3         46.32      13.89      C               1               
107        15.60      Bike3           WC_2         0.23       0.64       C               0               
107        15.60      Veh5            WC_3         115.77     13.89      C               0               
107        15.60      Veh10           WC_3         85.21      13.89      C               0               
107        15.60      Veh6            WC_4         46.32      13.89      C               0               

108        15.70      Bike1           NC_2         0.31       0.74       C               1               
108        15.70      Veh1            NC_3         117.16     13.89      C               1               
108        15.70      Veh9            NC_3         86.60      13.89      C               1               
108        15.70      Veh2            NC_3         47.71      13.89      C               1               
108        15.70      Bike3           WC_2         0.30       0.72       C               0               
108        15.70      Veh5            WC_3         117.16     13.89      C               0               
108        15.70      Veh10           WC_3         86.60      13.89      C               0               
108        15.70      Veh6            WC_4         47.71      13.89      C               0               

109        15.80      Bike1           NC_2         0.39       0.83       C               1               
109        15.80      Veh1            NC_3         118.55     13.89      C               1               
109        15.80      Veh9            NC_3         87.99      13.89      C               1               
109        15.80      Veh2            NC_3         49.10      13.89      C               1               
109        15.80      Bike3           WC_2         0.39       0.84       C               0               
109        15.80      Veh5            WC_3         118.55     13.89      C               0               
109        15.80      Veh10           WC_3         87.99      13.89      C               0               
109        15.80      Veh6            WC_4         49.10      13.89      C               0               

110        15.90      Bike1           NC_2         0.49       0.93       C               1               
110        15.90      Veh1            NC_3         119.94     13.89      C               1               
110        15.90      Veh9            NC_3         89.38      13.89      C               1               
110        15.90      Veh2            NC_3         50.49      13.89      C               1               
110        15.90      Bike3           WC_2         0.48       0.95       C               0               
110        15.90      Veh5            WC_3         119.94     13.89      C               0               
110        15.90      Veh10           WC_3         89.38      13.89      C               0               
110        15.90      Veh6            WC_4         50.49      13.89      C               0               

111        16.00      Bike1           NC_2         0.59       1.05       C               1               
111        16.00      Veh1            NC_3         121.33     13.89      C               1               
111        16.00      Veh9            NC_3         90.77      13.89      C               1               
111        16.00      Veh2            NC_3         51.88      13.89      C               1               
111        16.00      Bike3           WC_2         0.59       1.04       C               0               
111        16.00      Veh5            WC_3         121.33     13.89      C               0               
111        16.00      Veh10           WC_3         90.77      13.89      C               0               
111        16.00      Veh6            WC_4         51.88      13.89      C               0               

112        16.10      Bike1           NC_2         0.70       1.11       C               1               
112        16.10      Veh1            NC_3         122.71     13.89      C               1               
112        16.10      Veh9            NC_3         92.16      13.89      C               1               
112        16.10      Veh2            NC_3         53.27      13.89      C               1               
112        16.10      Bike3           WC_2         0.70       1.14       C               0               
112        16.10      Veh5            WC_3         122.71     13.89      C               0               
112        16.10      Veh10           WC_3         92.16      13.89      C               0               
112        16.10      Veh6            WC_4         53.27      13.89      C               0               

113        16.20      Bike1           NC_2         0.82       1.21       C               1               
113        16.20      Veh1            NC_3         124.10     13.89      C               1               
113        16.20      Veh9            NC_3         93.55      13.89      C               1               
113        16.20      Veh2            NC_3         54.65      13.89      C               1               
113        16.20      Bike3           WC_2         0.83       1.25       C               0               
113        16.20      Veh5            WC_3         124.10     13.89      C               0               
113        16.20      Veh10           WC_3         93.55      13.89      C               0               
113        16.20      Veh6            WC_4         54.65      13.89      C               0               

114        16.30      Bike1           NC_2         0.95       1.29       C               1               
114        16.30      Veh1            NC_3         125.49     13.89      C               1               
114        16.30      Veh9            NC_3         94.93      13.89      C               1               
114        16.30      Veh2            NC_3         56.04      13.89      C               1               
114        16.30      Bike3           WC_2         0.96       1.32       C               0               
114        16.30      Veh5            WC_3         125.49     13.89      C               0               
114        16.30      Veh10           WC_3         94.93      13.89      C               0               
114        16.30      Veh6            WC_4         56.04      13.89      C               0               

115        16.40      Bike1           NC_2         1.09       1.39       C               1               
115        16.40      Veh1            NC_3         126.88     13.89      C               1               
115        16.40      Veh9            NC_3         96.32      13.89      C               1               
115        16.40      Veh2            NC_3         57.43      13.89      C               1               
115        16.40      Bike3           WC_2         1.10       1.43       C               0               
115        16.40      Veh5            WC_3         126.88     13.89      C               0               
115        16.40      Veh10           WC_3         96.32      13.89      C               0               
115        16.40      Veh6            WC_4         57.43      13.89      C               0               

116        16.50      Bike1           NC_2         1.24       1.48       C               1               
116        16.50      Veh1            NC_3         128.27     13.89      C               1               
116        16.50      Veh9            NC_3         97.71      13.89      C               1               
116        16.50      Veh2            NC_3         58.82      13.89      C               1               
116        16.50      Bike3           WC_2         1.25       1.51       C               0               
116        16.50      Veh5            WC_3         128.27     13.89      C               0               
116        16.50      Veh10           WC_3         97.71      13.89      C               0               
116        16.50      Veh6            WC_4         58.82      13.89      C               0               

117        16.60      Bike1           NC_2         1.40       1.57       C               1               
117        16.60      Veh1            NC_3         129.66     13.89      C               1               
117        16.60      Veh9            NC_3         99.10      13.89      C               1               
117        16.60      Veh2            NC_3         60.21      13.89      C               1               
117        16.60      Bike3           WC_2         1.41       1.62       C               0               
117        16.60      Veh5            WC_3         129.66     13.89      C               0               
117        16.60      Veh10           WC_3         99.10      13.89      C               0               
117        16.60      Veh6            WC_4         60.21      13.89      C               0               

118        16.70      Bike1           NC_2         1.56       1.64       C               1               
118        16.70      Veh1            NC_3         131.05     13.89      C               1               
118        16.70      Veh9            NC_3         100.49     13.89      C               1               
118        16.70      Veh2            NC_3         61.60      13.89      C               1               
118        16.70      Bike3           WC_2         1.58       1.71       C               0               
118        16.70      Veh5            WC_3         131.05     13.89      C               0               
118        16.70      Veh10           WC_3         100.49     13.89      C               0               
118        16.70      Veh6            WC_4         61.60      13.89      C               0               

119        16.80      Bike1           NC_2         1.73       1.73       C               1               
119        16.80      Veh1            NC_3         132.44     13.89      C               1               
119        16.80      Veh9            NC_3         101.88     13.89      C               1               
119        16.80      Veh2            NC_3         62.99      13.89      C               1               
119        16.80      Bike3           WC_2         1.76       1.82       C               0               
119        16.80      Veh5            WC_3         132.44     13.89      C               0               
119        16.80      Veh10           WC_3         101.88     13.89      C               0               
119        16.80      Veh6            WC_4         62.99      13.89      C               0               

120        16.90      Bike1           NC_2         1.91       1.81       C               1               
120        16.90      Veh1            NC_3         133.83     13.89      C               1               
120        16.90      Veh9            NC_3         103.27     13.89      C               1               
120        16.90      Veh2            NC_3         64.38      13.89      C               1               
120        16.90      Bike3           WC_2         1.95       1.89       C               0               
120        16.90      Veh5            WC_3         133.83     13.89      C               0               
120        16.90      Veh10           WC_3         103.27     13.89      C               0               
120        16.90      Veh6            WC_4         64.38      13.89      C               0               

121        17.00      Bike1           NC_2         2.10       1.87       C               1               
121        17.00      Veh1            NC_3         135.22     13.89      C               1               
121        17.00      Veh9            NC_3         104.66     13.89      C               1               
121        17.00      Veh2            NC_3         65.77      13.89      C               1               
121        17.00      Bike3           WC_2         2.15       1.99       C               0               
121        17.00      Veh5            WC_3         135.22     13.89      C               0               
121        17.00      Veh10           WC_3         104.66     13.89      C               0               
121        17.00      Veh6            WC_4         65.77      13.89      C               0               

122        17.10      Bike1           NC_2         2.30       1.95       C               1               
122        17.10      Veh1            NC_3         136.60     13.89      C               1               
122        17.10      Veh9            NC_3         106.05     13.89      C               1               
122        17.10      Veh2            NC_3         67.16      13.89      C               1               
122        17.10      Bike3           WC_2         2.36       2.07       C               0               
122        17.10      Veh5            WC_3         136.60     13.89      C               0               
122        17.10      Veh10           WC_3         106.05     13.89      C               0               
122        17.10      Veh6            WC_4         67.16      13.89      C               0               

123        17.20      Bike1           NC_2         2.50       2.04       C               1               
123        17.20      Veh1            NC_3         137.99     13.89      C               1               
123        17.20      Veh9            NC_3         107.44     13.89      C               1               
123        17.20      Veh2            NC_3         68.54      13.89      C               1               
123        17.20      Bike3           WC_2         2.57       2.15       C               0               
123        17.20      Veh5            WC_3         137.99     13.89      C               0               
123        17.20      Veh10           WC_3         107.44     13.89      C               0               
123        17.20      Veh6            WC_4         68.54      13.89      C               0               

124        17.30      Bike1           NC_2         2.71       2.13       C               1               
124        17.30      Veh1            NC_3         139.38     13.89      C               1               
124        17.30      Veh9            NC_3         108.82     13.89      C               1               
124        17.30      Veh2            NC_3         69.93      13.89      C               1               
124        17.30      Bike3           WC_2         2.80       2.24       C               0               
124        17.30      Veh5            WC_3         139.38     13.89      C               0               
124        17.30      Veh10           WC_3         108.82     13.89      C               0               
124        17.30      Veh6            WC_4         69.93      13.89      C               0               

125        17.40      Bike1           NC_2         2.94       2.23       C               1               
125        17.40      Veh1            NC_3         140.77     13.89      C               1               
125        17.40      Veh9            NC_3         110.21     13.89      C               1               
125        17.40      Veh2            NC_3         71.32      13.89      C               1               
125        17.40      Bike3           WC_2         3.03       2.35       C               0               
125        17.40      Veh5            WC_3         140.77     13.89      C               0               
125        17.40      Veh10           WC_3         110.21     13.89      C               0               
125        17.40      Veh6            WC_4         71.32      13.89      C               0               

126        17.50      Bike1           NC_2         3.17       2.32       C               1               
126        17.50      Veh1            NC_3         142.16     13.89      C               1               
126        17.50      Veh9            NC_3         111.60     13.89      C               1               
126        17.50      Veh2            NC_3         72.71      13.89      C               1               
126        17.50      Bike3           WC_2         3.28       2.44       C               0               
126        17.50      Veh5            WC_3         142.16     13.89      C               0               
126        17.50      Veh10           WC_3         111.60     13.89      C               0               
126        17.50      Veh6            WC_4         72.71      13.89      C               0               

127        17.60      Bike1           NC_2         3.41       2.39       C               1               
127        17.60      Veh1            NC_3         143.55     13.89      C               1               
127        17.60      Veh9            NC_3         112.99     13.89      C               1               
127        17.60      Veh2            NC_3         74.10      13.89      C               1               
127        17.60      Bike3           WC_2         3.53       2.51       C               0               
127        17.60      Veh5            WC_3         143.55     13.89      C               0               
127        17.60      Veh10           WC_3         112.99     13.89      C               0               
127        17.60      Veh6            WC_4         74.10      13.89      C               0               

128        17.70      Bike1           NC_2         3.66       2.49       C               1               
128        17.70      Veh1            NC_3         144.94     13.89      C               1               
128        17.70      Veh9            NC_3         114.38     13.89      C               1               
128        17.70      Veh2            NC_3         75.49      13.89      C               1               
128        17.70      Bike3           WC_2         3.79       2.60       C               0               
128        17.70      Veh5            WC_3         144.94     13.89      C               0               
128        17.70      Veh10           WC_3         114.38     13.89      C               0               
128        17.70      Veh6            WC_4         75.49      13.89      C               0               

129        17.80      Bike1           NC_2         3.92       2.61       C               1               
129        17.80      Veh1            NC_3         146.33     13.89      C               1               
129        17.80      Veh9            NC_3         115.77     13.89      C               1               
129        17.80      Veh2            NC_3         76.88      13.89      C               1               
129        17.80      Bike3           WC_2         4.06       2.71       C               0               
129        17.80      Veh5            WC_3         146.33     13.89      C               0               
129        17.80      Veh10           WC_3         115.77     13.89      C               0               
129        17.80      Veh6            WC_4         76.88      13.89      C               0               

130        17.90      Bike1           NC_2         4.18       2.67       C               1               
130        17.90      Veh1            NC_3         147.72     13.89      C               1               
130        17.90      Veh9            NC_3         117.16     13.89      C               1               
130        17.90      Veh2            NC_3         78.27      13.89      C               1               
130        17.90      Bike3           WC_2         4.33       2.77       C               0               
130        17.90      Veh5            WC_3         147.72     13.89      C               0               
130        17.90      Veh10           WC_3         117.16     13.89      C               0               
130        17.90      Veh6            WC_4         78.27      13.89      C               0               

131        18.00      Bike1           NC_2         4.46       2.78       C               1               
131        18.00      Veh1            NC_3         149.11     13.89      C               1               
131        18.00      Veh9            NC_3         118.55     13.89      C               1               
131        18.00      Veh2            NC_3         79.66      13.89      C               1               
131        18.00      Bike3           WC_2         4.62       2.84       C               0               
131        18.00      Veh5            WC_3         149.11     13.89      C               0               
131        18.00      Veh10           WC_3         118.55     13.89      C               0               
131        18.00      Veh6            WC_4         79.66      13.89      C               0               

132        18.10      Bike1           NC_2         4.75       2.88       C               1               
132        18.10      Veh1            NC_3         150.50     13.89      C               1               
132        18.10      Veh9            NC_3         119.94     13.89      C               1               
132        18.10      Veh2            NC_3         81.05      13.89      C               1               
132        18.10      Bike3           WC_2         4.91       2.92       C               0               
132        18.10      Veh5            WC_3         150.50     13.89      C               0               
132        18.10      Veh10           WC_3         119.94     13.89      C               0               
132        18.10      Veh6            WC_4         81.05      13.89      C               0               

133        18.20      Bike1           NC_2         5.05       2.96       C               1               
133        18.20      Veh1            NC_3         151.88     13.89      C               1               
133        18.20      Veh9            NC_3         121.33     13.89      C               1               
133        18.20      Veh2            NC_3         82.43      13.89      C               1               
133        18.20      Bike3           WC_2         5.21       2.99       C               0               
133        18.20      Veh5            WC_3         151.88     13.89      C               0               
133        18.20      Veh10           WC_3         121.33     13.89      C               0               
133        18.20      Veh6            WC_4         82.43      13.89      C               0               

134        18.30      Bike1           NC_2         5.35       3.07       C               1               
134        18.30      Veh1            NC_3         153.27     13.89      C               1               
134        18.30      Veh9            NC_3         122.71     13.89      C               1               
134        18.30      Veh2            NC_3         83.82      13.89      C               1               
134        18.30      Bike3           WC_2         5.52       3.09       C               0               
134        18.30      Veh5            WC_3         153.27     13.89      C               0               
134        18.30      Veh10           WC_3         122.71     13.89      C               0               
134        18.30      Veh6            WC_4         83.82      13.89      C               0               

135        18.40      Bike1           NC_2         5.67       3.16       C               1               
135        18.40      Veh1            NC_3         154.66     13.89      C               1               
135        18.40      Veh9            NC_3         124.10     13.89      C               1               
135        18.40      Veh2            NC_3         85.21      13.89      C               1               
135        18.40      Bike3           WC_2         5.84       3.20       C               0               
135        18.40      Veh5            WC_3         154.66     13.89      C               0               
135        18.40      Veh10           WC_3         124.10     13.89      C               0               
135        18.40      Veh6            WC_4         85.21      13.89      C               0               

136        18.50      Bike1           NC_2         6.00       3.26       C               1               
136        18.50      Veh1            NC_3         156.05     13.89      C               1               
136        18.50      Veh9            NC_3         125.49     13.89      C               1               
136        18.50      Veh2            NC_3         86.60      13.89      C               1               
136        18.50      Bike3           WC_2         6.17       3.32       C               0               
136        18.50      Veh5            WC_3         156.05     13.89      C               0               
136        18.50      Veh10           WC_3         125.49     13.89      C               0               
136        18.50      Veh6            WC_4         86.60      13.89      C               0               

137        18.60      Bike1           NC_2         6.33       3.35       C               1               
137        18.60      Veh1            NC_3         157.44     13.89      C               1               
137        18.60      Veh9            NC_3         126.88     13.89      C               1               
137        18.60      Veh2            NC_3         87.99      13.89      C               1               
137        18.60      Bike3           WC_2         6.51       3.41       C               0               
137        18.60      Veh5            WC_3         157.44     13.89      C               0               
137        18.60      Veh10           WC_3         126.88     13.89      C               0               
137        18.60      Veh6            WC_4         87.99      13.89      C               0               

138        18.70      Bike1           NC_2         6.68       3.46       C               1               
138        18.70      Veh1            NC_3         158.83     13.89      C               1               
138        18.70      Veh9            NC_3         128.27     13.89      C               1               
138        18.70      Veh2            NC_3         89.38      13.89      C               1               
138        18.70      Bike3           WC_2         6.86       3.49       C               0               
138        18.70      Veh5            WC_3         158.83     13.89      C               0               
138        18.70      Veh10           WC_3         128.27     13.89      C               0               
138        18.70      Veh6            WC_4         89.38      13.89      C               0               

139        18.80      Bike1           NC_2         7.03       3.55       C               1               
139        18.80      Veh1            NC_3         160.22     13.89      C               1               
139        18.80      Veh9            NC_3         129.66     13.89      C               1               
139        18.80      Veh2            NC_3         90.77      13.89      C               1               
139        18.80      Bike3           WC_2         7.22       3.55       C               0               
139        18.80      Veh5            WC_3         160.22     13.89      C               0               
139        18.80      Veh10           WC_3         129.66     13.89      C               0               
139        18.80      Veh6            WC_4         90.77      13.89      C               0               

140        18.90      Bike1           NC_2         7.40       3.65       C               1               
140        18.90      Veh1            NC_3         161.61     13.89      C               1               
140        18.90      Veh9            NC_3         131.05     13.89      C               1               
140        18.90      Veh2            NC_3         92.16      13.89      C               1               
140        18.90      Bike3           WC_2         7.58       3.62       C               0               
140        18.90      Veh5            WC_3         161.61     13.89      C               0               
140        18.90      Veh10           WC_3         131.05     13.89      C               0               
140        18.90      Veh6            WC_4         92.16      13.89      C               0               

141        19.00      Bike1           NC_2         7.77       3.76       C               1               
141        19.00      Veh1            NC_3         163.00     13.89      C               1               
141        19.00      Veh9            NC_3         132.44     13.89      C               1               
141        19.00      Veh2            NC_3         93.55      13.89      C               1               
141        19.00      Bike3           WC_2         7.95       3.72       C               0               
141        19.00      Veh5            WC_3         163.00     13.89      C               0               
141        19.00      Veh10           WC_3         132.44     13.89      C               0               
141        19.00      Veh6            WC_4         93.55      13.89      C               0               

142        19.10      Bike1           NC_2         8.16       3.85       C               1               
142        19.10      Veh1            NC_3         164.39     13.89      C               1               
142        19.10      Veh9            NC_3         133.83     13.89      C               1               
142        19.10      Veh2            NC_3         94.93      13.89      C               1               
142        19.10      Bike3           WC_2         8.33       3.79       C               0               
142        19.10      Veh5            WC_3         164.39     13.89      C               0               
142        19.10      Veh10           WC_3         133.83     13.89      C               0               
142        19.10      Veh6            WC_4         94.93      13.89      C               0               

143        19.20      Bike1           NC_2         8.55       3.93       C               1               
143        19.20      Veh1            NC_3         165.77     13.89      C               1               
143        19.20      Veh9            NC_3         135.22     13.89      C               1               
143        19.20      Veh2            NC_3         96.32      13.89      C               1               
143        19.20      Bike3           WC_2         8.71       3.86       C               0               
143        19.20      Veh5            WC_3         165.77     13.89      C               0               
143        19.20      Veh10           WC_3         135.22     13.89      C               0               
143        19.20      Veh6            WC_4         96.32      13.89      C               0               

144        19.30      Bike1           NC_2         8.95       4.04       C               1               
144        19.30      Veh1            NC_3         167.16     13.89      C               1               
144        19.30      Veh9            NC_3         136.60     13.89      C               1               
144        19.30      Veh2            NC_3         97.71      13.89      C               1               
144        19.30      Bike3           WC_2         9.11       3.96       C               0               
144        19.30      Veh5            WC_3         167.16     13.89      C               0               
144        19.30      Veh10           WC_3         136.60     13.89      C               0               
144        19.30      Veh6            WC_4         97.71      13.89      C               0               

145        19.40      Bike1           NC_2         9.37       4.14       C               1               
145        19.40      Veh1            NC_3         168.55     13.89      C               1               
145        19.40      Veh9            NC_3         137.99     13.89      C               1               
145        19.40      Veh2            NC_3         99.10      13.89      C               1               
145        19.40      Bike3           WC_2         9.51       4.02       C               0               
145        19.40      Veh5            WC_3         168.55     13.89      C               0               
145        19.40      Veh10           WC_3         137.99     13.89      C               0               
145        19.40      Veh6            WC_4         99.10      13.89      C               0               

146        19.50      Bike1           NC_2         9.79       4.25       C               1               
146        19.50      Veh1            NC_3         169.94     13.89      C               1               
146        19.50      Veh9            NC_3         139.38     13.89      C               1               
146        19.50      Veh2            NC_3         100.49     13.89      C               1               
146        19.50      Bike3           WC_2         9.92       4.13       C               0               
146        19.50      Veh5            WC_3         169.94     13.89      C               0               
146        19.50      Veh10           WC_3         139.38     13.89      C               0               
146        19.50      Veh6            WC_4         100.49     13.89      C               0               

147        19.60      Bike1           NC_2         10.23      4.34       C               1               
147        19.60      Veh1            NC_3         171.33     13.89      C               1               
147        19.60      Veh9            NC_3         140.77     13.89      C               1               
147        19.60      Veh2            NC_3         101.88     13.89      C               1               
147        19.60      Bike3           WC_2         10.34      4.20       C               0               
147        19.60      Veh5            WC_3         171.33     13.89      C               0               
147        19.60      Veh10           WC_3         140.77     13.89      C               0               
147        19.60      Veh6            WC_4         101.88     13.89      C               0               

148        19.70      Bike1           NC_2         10.67      4.44       C               1               
148        19.70      Veh1            NC_3         172.72     13.89      C               1               
148        19.70      Veh9            NC_3         142.16     13.89      C               1               
148        19.70      Veh2            NC_3         103.27     13.89      C               1               
148        19.70      Bike3           WC_2         10.78      4.32       C               0               
148        19.70      Veh5            WC_3         172.72     13.89      C               0               
148        19.70      Veh10           WC_3         142.16     13.89      C               0               
148        19.70      Veh6            WC_4         103.27     13.89      C               0               

149        19.80      Bike1           NC_2         11.12      4.53       C               1               
149        19.80      Veh1            NC_3         174.11     13.89      C               1               
149        19.80      Veh9            NC_3         143.55     13.89      C               1               
149        19.80      Veh2            NC_3         104.66     13.89      C               1               
149        19.80      Bike3           WC_2         11.22      4.43       C               0               
149        19.80      Veh5            WC_3         174.11     13.89      C               0               
149        19.80      Veh10           WC_3         143.55     13.89      C               0               
149        19.80      Veh6            WC_4         104.66     13.89      C               0               

150        19.90      Bike1           NC_2         11.58      4.62       C               1               
150        19.90      Veh1            NC_3         175.50     13.89      C               1               
150        19.90      Veh9            NC_3         144.94     13.89      C               1               
150        19.90      Veh2            NC_3         106.05     13.89      C               1               
150        19.90      Bike3           WC_2         11.67      4.50       C               0               
150        19.90      Veh5            WC_3         175.50     13.89      C               0               
150        19.90      Veh10           WC_3         144.94     13.89      C               0               
150        19.90      Veh6            WC_4         106.05     13.89      C               0               

151        20.00      Veh7            EC_3         0.00       0.00       C               0               
151        20.00      Bike1           NC_2         12.06      4.72       C               1               
151        20.00      Veh1            NC_3         176.89     13.89      C               1               
151        20.00      Veh9            NC_3         146.33     13.89      C               1               
151        20.00      Veh2            NC_3         107.44     13.89      C               1               
151        20.00      Veh3            SC_3         0.00       0.00       C               0               
151        20.00      Bike3           WC_2         12.13      4.57       C               0               
151        20.00      Veh5            WC_3         176.89     13.89      C               0               
