index     timeStep    vehicleName    vehicleType      lane        pos        speed       accel       CFMode              timeGapSetting      SpaceGap  timeGap         TLid             yellowOrRed      
218        223.00     v1              TypeManual      17to18_0     259.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
218        223.00     v4              TypeManual      17to27_0     474.12     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 

219        224.00     v9              TypeManual      15to16_0     61.88      17.88      2.88       Undefined           1.64                 -1.00      -1.00            16                1                 
219        224.00     v7              TypeManual      16to15_0     295.01     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
219        224.00     v1              TypeManual      17to18_0     277.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
219        224.00     v4              TypeManual      17to27_0     485.30     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 

220        225.00     v9              TypeManual      15to16_0     79.76      17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
220        225.00     v7              TypeManual      16to15_0     312.89     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
220        225.00     v1              TypeManual      17to18_0     295.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
220        225.00     v4              TypeManual      17to27_0     496.48     11.18      0.00       Undefined           1.64                 -1.00      -1.00            27                0                 

221        226.00     v9              TypeManual      15to16_0     97.64      17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
221        226.00     v7              TypeManual      16to15_0     330.77     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
221        226.00     v1              TypeManual      17to18_0     313.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

222        227.00     v9              TypeManual      15to16_0     115.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
222        227.00     v7              TypeManual      16to15_0     348.65     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
222        227.00     v1              TypeManual      17to18_0     331.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

223        228.00     v9              TypeManual      15to16_0     133.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
223        228.00     v7              TypeManual      16to15_0     366.53     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
223        228.00     v1              TypeManual      17to18_0     349.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

224        229.00     v9              TypeManual      15to16_0     151.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
224        229.00     v7              TypeManual      16to15_0     384.41     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
224        229.00     v1              TypeManual      17to18_0     367.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

225        230.00     v9              TypeManual      15to16_0     169.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
225        230.00     v7              TypeManual      16to15_0     402.29     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
225        230.00     v1              TypeManual      17to18_0     385.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

226        231.00     v9              TypeManual      15to16_0     187.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
226        231.00     v7              TypeManual      16to15_0     420.17     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
226        231.00     v1              TypeManual      17to18_0     402.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

227        232.00     v9              TypeManual      15to16_0     204.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
227        232.00     v7              TypeManual      16to15_0     438.05     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
227        232.00     v1              TypeManual      17to18_0     420.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

228        233.00     v9              TypeManual      15to16_0     222.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
228        233.00     v7              TypeManual      16to15_0     455.93     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
228        233.00     v1              TypeManual      17to18_0     438.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

229        234.00     v9              TypeManual      15to16_0     240.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
229        234.00     v7              TypeManual      16to15_0     473.81     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
229        234.00     v1              TypeManual      17to18_0     456.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

230        235.00     v9              TypeManual      15to16_0     258.56     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
230        235.00     v7              TypeManual      16to15_0     491.69     17.88      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
230        235.00     v1              TypeManual      17to18_0     474.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

231        236.00     v9              TypeManual      15to16_0     276.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
231        236.00     v1              TypeManual      17to18_0     492.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

232        237.00     v9              TypeManual      15to16_0     294.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
232        237.00     v1              TypeManual      18to19_0     10.16      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

233        238.00     v9              TypeManual      15to16_0     312.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
233        238.00     v1              TypeManual      18to19_0     28.04      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

234        239.00     v9              TypeManual      15to16_0     330.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
234        239.00     v1              TypeManual      18to19_0     45.92      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

235        240.00     v9              TypeManual      15to16_0     347.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
235        240.00     v1              TypeManual      18to19_0     63.80      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

236        241.00     v9              TypeManual      15to16_0     365.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
236        241.00     v1              TypeManual      18to19_0     81.68      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

237        242.00     v9              TypeManual      15to16_0     383.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
237        242.00     v1              TypeManual      18to19_0     99.56      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

238        243.00     v9              TypeManual      15to16_0     401.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
238        243.00     v1              TypeManual      18to19_0     117.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

239        244.00     v9              TypeManual      15to16_0     419.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
239        244.00     v1              TypeManual      18to19_0     135.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

240        245.00     v9              TypeManual      15to16_0     437.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
240        245.00     v1              TypeManual      18to19_0     153.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

241        246.00     v9              TypeManual      15to16_0     455.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
241        246.00     v1              TypeManual      18to19_0     171.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

242        247.00     v9              TypeManual      15to16_0     473.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
242        247.00     v1              TypeManual      18to19_0     188.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

243        248.00     v9              TypeManual      15to16_0     491.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
243        248.00     v1              TypeManual      18to19_0     206.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

244        249.00     v9              TypeManual      16to17_0     8.88       17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
244        249.00     v1              TypeManual      18to19_0     224.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

245        250.00     v9              TypeManual      16to17_0     26.76      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
245        250.00     v1              TypeManual      18to19_0     242.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

246        251.00     v9              TypeManual      16to17_0     44.64      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
246        251.00     v1              TypeManual      18to19_0     260.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

247        252.00     v9              TypeManual      16to17_0     62.52      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
247        252.00     v1              TypeManual      18to19_0     278.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

248        253.00     v9              TypeManual      16to17_0     80.40      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
248        253.00     v1              TypeManual      18to19_0     296.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

249        254.00     v9              TypeManual      16to17_0     98.28      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
249        254.00     v1              TypeManual      18to19_0     314.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

250        255.00     v9              TypeManual      16to17_0     116.16     17.88      0.00       Undefined           1.64                 1210.84    67.72            17                1                 
250        255.00     v1              TypeManual      18to19_0     332.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

251        256.00     v9              TypeManual      16to17_0     134.04     17.88      0.00       Undefined           1.64                 1210.84    67.72            17                1                 
251        256.00     v1              TypeManual      18to19_0     349.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

252        257.00     v9              TypeManual      16to17_0     151.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
252        257.00     v1              TypeManual      18to19_0     367.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

253        258.00     v9              TypeManual      16to17_0     169.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
253        258.00     v1              TypeManual      18to19_0     385.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

254        259.00     v9              TypeManual      16to17_0     187.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
254        259.00     v1              TypeManual      18to19_0     403.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

255        260.00     v9              TypeManual      16to17_0     205.56     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
255        260.00     v1              TypeManual      18to19_0     421.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

256        261.00     v9              TypeManual      16to17_0     223.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
256        261.00     v1              TypeManual      18to19_0     439.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

257        262.00     v9              TypeManual      16to17_0     241.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
257        262.00     v1              TypeManual      18to19_0     457.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

258        263.00     v9              TypeManual      16to17_0     259.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
258        263.00     v1              TypeManual      18to19_0     475.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

259        264.00     v9              TypeManual      16to17_0     277.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
259        264.00     v1              TypeManual      18to19_0     492.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 

260        265.00     v9              TypeManual      16to17_0     294.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
260        265.00     v1              TypeManual      19to20_0     10.80      17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

261        266.00     v9              TypeManual      16to17_0     312.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
261        266.00     v1              TypeManual      19to20_0     28.68      17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

262        267.00     v9              TypeManual      16to17_0     330.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
262        267.00     v1              TypeManual      19to20_0     46.56      17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

263        268.00     v9              TypeManual      16to17_0     348.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
263        268.00     v1              TypeManual      19to20_0     64.44      17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

264        269.00     v9              TypeManual      16to17_0     366.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
264        269.00     v1              TypeManual      19to20_0     82.32      17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

265        270.00     v9              TypeManual      16to17_0     384.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
265        270.00     v1              TypeManual      19to20_0     100.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

266        271.00     v9              TypeManual      16to17_0     402.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
266        271.00     v1              TypeManual      19to20_0     118.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

267        272.00     v9              TypeManual      16to17_0     420.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
267        272.00     v1              TypeManual      19to20_1     135.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

268        273.00     v9              TypeManual      16to17_0     438.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
268        273.00     v1              TypeManual      19to20_1     153.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

269        274.00     v9              TypeManual      16to17_0     455.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                1                 
269        274.00     v1              TypeManual      19to20_1     171.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

270        275.00     v9              TypeManual      16to17_0     473.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
270        275.00     v1              TypeManual      19to20_1     189.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

271        276.00     v9              TypeManual      16to17_0     491.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
271        276.00     v1              TypeManual      19to20_1     207.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

272        277.00     v9              TypeManual      17to18_0     9.52       17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
272        277.00     v1              TypeManual      19to20_1     225.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

273        278.00     v9              TypeManual      17to18_0     27.40      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
273        278.00     v1              TypeManual      19to20_1     243.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

274        279.00     v9              TypeManual      17to18_0     45.28      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
274        279.00     v1              TypeManual      19to20_1     261.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

275        280.00     v9              TypeManual      17to18_0     63.16      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
275        280.00     v1              TypeManual      19to20_1     279.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

276        281.00     v9              TypeManual      17to18_0     81.04      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
276        281.00     v1              TypeManual      19to20_1     296.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

277        282.00     v9              TypeManual      17to18_0     98.92      17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
277        282.00     v1              TypeManual      19to20_1     314.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

278        283.00     v9              TypeManual      17to18_0     116.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
278        283.00     v1              TypeManual      19to20_1     332.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

279        284.00     v9              TypeManual      17to18_0     134.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
279        284.00     v1              TypeManual      19to20_1     350.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

280        285.00     v9              TypeManual      17to18_0     152.56     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
280        285.00     v1              TypeManual      19to20_1     368.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

281        286.00     v9              TypeManual      17to18_0     170.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
281        286.00     v1              TypeManual      19to20_1     386.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

282        287.00     v9              TypeManual      17to18_0     188.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
282        287.00     v1              TypeManual      19to20_1     404.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                1                 

283        288.00     v9              TypeManual      17to18_0     206.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
283        288.00     v1              TypeManual      19to20_1     422.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

284        289.00     v9              TypeManual      17to18_0     224.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
284        289.00     v1              TypeManual      19to20_1     439.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

285        290.00     v9              TypeManual      17to18_0     241.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
285        290.00     v1              TypeManual      19to20_1     457.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

286        291.00     v9              TypeManual      17to18_0     259.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
286        291.00     v1              TypeManual      19to20_1     475.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            20                0                 

287        292.00     v9              TypeManual      17to18_0     277.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
287        292.00     v1              TypeManual      19to20_1     491.86     16.18      -1.70      Undefined           1.64                 -1.00      -1.00            20                0                 

288        293.00     v9              TypeManual      17to18_0     295.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
288        293.00     v1              TypeManual      20to30_1     3.04       11.18      -5.00      Undefined           1.64                 -1.00      -1.00            30                0                 

289        294.00     v9              TypeManual      17to18_0     313.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
289        294.00     v1              TypeManual      20to30_1     14.22      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

290        295.00     v9              TypeManual      17to18_0     331.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
290        295.00     v1              TypeManual      20to30_1     25.40      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

291        296.00     v9              TypeManual      17to18_0     349.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
291        296.00     v1              TypeManual      20to30_1     36.58      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

292        297.00     v9              TypeManual      17to18_0     367.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
292        297.00     v1              TypeManual      20to30_1     47.76      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

293        298.00     v9              TypeManual      17to18_0     385.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
293        298.00     v1              TypeManual      20to30_0     58.94      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

294        299.00     v9              TypeManual      17to18_0     402.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
294        299.00     v1              TypeManual      20to30_0     70.12      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

295        300.00     v9              TypeManual      17to18_0     420.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
295        300.00     v1              TypeManual      20to30_0     81.30      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

296        301.00     v9              TypeManual      17to18_0     438.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
296        301.00     v1              TypeManual      20to30_0     92.48      11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

297        302.00     v9              TypeManual      17to18_0     456.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
297        302.00     v1              TypeManual      20to30_0     103.66     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

298        303.00     v9              TypeManual      17to18_0     474.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
298        303.00     v1              TypeManual      20to30_0     114.84     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

299        304.00     v9              TypeManual      17to18_0     492.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 
299        304.00     v1              TypeManual      20to30_0     126.02     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

300        305.00     v9              TypeManual      18to19_0     10.16      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
300        305.00     v1              TypeManual      20to30_0     137.20     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

301        306.00     v9              TypeManual      18to19_0     28.04      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
301        306.00     v1              TypeManual      20to30_0     148.38     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

302        307.00     v9              TypeManual      18to19_0     45.92      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
302        307.00     v1              TypeManual      20to30_0     159.56     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

303        308.00     v9              TypeManual      18to19_0     63.80      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
303        308.00     v1              TypeManual      20to30_0     170.74     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

304        309.00     v9              TypeManual      18to19_0     81.68      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
304        309.00     v1              TypeManual      20to30_0     181.92     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

305        310.00     v9              TypeManual      18to19_0     99.56      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
305        310.00     v1              TypeManual      20to30_0     193.10     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

306        311.00     v9              TypeManual      18to19_0     117.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
306        311.00     v1              TypeManual      20to30_0     204.28     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

307        312.00     v9              TypeManual      18to19_1     135.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
307        312.00     v1              TypeManual      20to30_0     215.46     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

308        313.00     v9              TypeManual      18to19_1     153.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
308        313.00     v1              TypeManual      20to30_0     226.64     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

309        314.00     v9              TypeManual      18to19_1     171.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
309        314.00     v1              TypeManual      20to30_0     237.82     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

310        315.00     v9              TypeManual      18to19_1     188.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
310        315.00     v1              TypeManual      20to30_0     249.00     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

311        316.00     v9              TypeManual      18to19_1     206.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
311        316.00     v1              TypeManual      20to30_0     260.18     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

312        317.00     v9              TypeManual      18to19_1     224.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
312        317.00     v1              TypeManual      20to30_0     271.36     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

313        318.00     v9              TypeManual      18to19_1     242.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
313        318.00     v1              TypeManual      20to30_0     282.54     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

314        319.00     v9              TypeManual      18to19_1     260.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
314        319.00     v1              TypeManual      20to30_0     293.72     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

315        320.00     v9              TypeManual      18to19_1     278.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
315        320.00     v1              TypeManual      20to30_0     304.90     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

316        321.00     v9              TypeManual      18to19_1     296.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
316        321.00     v1              TypeManual      20to30_0     316.08     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

317        322.00     v9              TypeManual      18to19_1     314.12     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
317        322.00     v1              TypeManual      20to30_0     327.26     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

318        323.00     v9              TypeManual      18to19_1     332.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
318        323.00     v1              TypeManual      20to30_0     338.44     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 

319        324.00     v9              TypeManual      18to19_1     349.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
319        324.00     v1              TypeManual      20to30_0     349.62     11.18      0.00       Undefined           1.64                 -1.00      -1.00            30                0                 
