index     timeStep    vehicleName    vehicleType      lane        pos        speed       accel       CFMode              timeGapSetting      SpaceGap  timeGap         TLid             yellowOrRed      
80         85.00      v8              TypeManual      18to28_1     398.12     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
80         85.00      v3              TypeManual      19to9_0      383.36     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
80         85.00      v6              TypeManual      20to19_1     13.99      9.75       3.00       Undefined           1.64                 -1.00      -1.00            19                0                 
80         85.00      v4              TypeManual      25to15_0     135.46     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
80         85.00      v7              TypeManual      7to8_0       465.20     11.18      0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
80         85.00      v2              TypeManual      8to18_1      300.60     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

81         86.00      v1              TypeManual      13to14_0     69.42      17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
81         86.00      v5              TypeManual      15to16_0     131.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
81         86.00      v9              TypeManual      15to5_1      342.22     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
81         86.00      v10             TypeManual      16to17_1     420.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
81         86.00      v8              TypeManual      18to28_1     409.30     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
81         86.00      v3              TypeManual      19to9_0      394.54     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
81         86.00      v6              TypeManual      20to19_1     26.74      12.75      3.00       Undefined           1.64                 -1.00      -1.00            19                0                 
81         86.00      v4              TypeManual      25to15_0     146.64     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
81         86.00      v7              TypeManual      7to8_0       476.38     11.18      0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
81         86.00      v2              TypeManual      8to18_1      311.78     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

82         87.00      v1              TypeManual      13to14_0     87.30      17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
82         87.00      v5              TypeManual      15to16_0     149.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
82         87.00      v9              TypeManual      15to5_1      353.40     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
82         87.00      v10             TypeManual      16to17_1     438.36     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
82         87.00      v8              TypeManual      18to28_1     420.48     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
82         87.00      v3              TypeManual      19to9_0      405.72     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
82         87.00      v6              TypeManual      20to19_1     42.48      15.75      3.00       Undefined           1.64                 -1.00      -1.00            19                0                 
82         87.00      v4              TypeManual      25to15_0     157.82     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
82         87.00      v7              TypeManual      7to8_0       486.71     10.33      -0.85      Undefined           1.64                 -1.00      -1.00            8                 1                 
82         87.00      v2              TypeManual      8to18_1      322.96     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

83         88.00      v1              TypeManual      13to14_0     105.18     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
83         88.00      v5              TypeManual      15to16_0     167.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
83         88.00      v9              TypeManual      15to5_1      364.58     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
83         88.00      v10             TypeManual      16to17_1     456.24     17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
83         88.00      v8              TypeManual      18to28_1     431.66     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
83         88.00      v3              TypeManual      19to9_0      416.90     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
83         88.00      v6              TypeManual      20to19_1     60.36      17.88      2.13       Undefined           1.64                 -1.00      -1.00            19                0                 
83         88.00      v4              TypeManual      25to15_0     169.00     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
83         88.00      v7              TypeManual      7to8_0       493.26     6.55       -3.79      Undefined           1.64                 -1.00      -1.00            8                 1                 
83         88.00      v2              TypeManual      8to18_1      334.14     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

84         89.00      v1              TypeManual      13to14_0     123.06     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
84         89.00      v5              TypeManual      15to16_0     185.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
84         89.00      v9              TypeManual      15to5_1      375.76     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
84         89.00      v10             TypeManual      16to17_1     472.11     15.87      -2.01      Undefined           1.64                 -1.00      -1.00            17                0                 
84         89.00      v8              TypeManual      18to28_1     442.84     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
84         89.00      v3              TypeManual      19to9_0      428.08     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
84         89.00      v6              TypeManual      20to19_0     78.24      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
84         89.00      v4              TypeManual      25to15_0     180.18     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
84         89.00      v7              TypeManual      7to8_0       496.76     3.50       -3.05      Undefined           1.64                 -1.00      -1.00            8                 1                 
84         89.00      v2              TypeManual      8to18_1      345.32     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

85         90.00      v1              TypeManual      13to14_0     140.94     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
85         90.00      v5              TypeManual      15to16_0     203.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
85         90.00      v9              TypeManual      15to5_1      386.94     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
85         90.00      v10             TypeManual      16to17_1     483.87     11.75      -4.12      Undefined           1.64                 -1.00      -1.00            17                0                 
85         90.00      v8              TypeManual      18to28_1     454.02     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
85         90.00      v3              TypeManual      19to9_0      439.26     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
85         90.00      v6              TypeManual      20to19_0     96.12      17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
85         90.00      v4              TypeManual      25to15_0     191.36     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
85         90.00      v7              TypeManual      7to8_0       499.00     2.24       -1.26      Undefined           1.64                 -1.00      -1.00            8                 1                 
85         90.00      v2              TypeManual      8to18_1      356.50     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

86         91.00      v1              TypeManual      13to14_0     158.82     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
86         91.00      v5              TypeManual      15to16_0     221.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
86         91.00      v9              TypeManual      15to5_1      398.12     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
86         91.00      v10             TypeManual      16to17_1     491.83     7.97       -3.79      Undefined           1.64                 -1.00      -1.00            17                0                 
86         91.00      v8              TypeManual      18to28_1     465.20     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
86         91.00      v3              TypeManual      19to9_0      450.44     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
86         91.00      v6              TypeManual      20to19_0     114.00     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
86         91.00      v4              TypeManual      25to15_0     202.54     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
86         91.00      v7              TypeManual      7to8_0       499.00     0.00       -2.24      Undefined           1.64                 -1.00      -1.00            8                 1                 
86         91.00      v2              TypeManual      8to18_1      367.68     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

87         92.00      v1              TypeManual      13to14_0     176.70     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
87         92.00      v5              TypeManual      15to16_0     239.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
87         92.00      v9              TypeManual      15to5_1      409.30     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
87         92.00      v10             TypeManual      16to17_1     496.75     4.92       -3.05      Undefined           1.64                 -1.00      -1.00            17                0                 
87         92.00      v8              TypeManual      18to28_1     476.38     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
87         92.00      v3              TypeManual      19to9_0      461.62     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
87         92.00      v6              TypeManual      20to19_0     131.88     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
87         92.00      v4              TypeManual      25to15_0     213.72     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
87         92.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
87         92.00      v2              TypeManual      8to18_1      378.86     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

88         93.00      v1              TypeManual      13to14_0     194.58     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
88         93.00      v5              TypeManual      15to16_0     257.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
88         93.00      v9              TypeManual      15to5_1      420.48     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
88         93.00      v10             TypeManual      17to16_1     4.67       7.92       3.00       Undefined           1.64                 -1.00      -1.00            16                0                 
88         93.00      v8              TypeManual      18to28_1     487.56     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
88         93.00      v3              TypeManual      19to9_0      472.80     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
88         93.00      v6              TypeManual      20to19_0     149.76     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
88         93.00      v4              TypeManual      25to15_0     224.90     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
88         93.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
88         93.00      v2              TypeManual      8to18_1      390.04     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

89         94.00      v1              TypeManual      13to14_0     212.46     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
89         94.00      v5              TypeManual      15to16_0     274.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
89         94.00      v9              TypeManual      15to5_1      431.66     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
89         94.00      v10             TypeManual      17to16_1     15.59      10.92      3.00       Undefined           1.64                 -1.00      -1.00            16                1                 
89         94.00      v8              TypeManual      18to28_1     498.74     11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                1                 
89         94.00      v3              TypeManual      19to9_0      483.98     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
89         94.00      v6              TypeManual      20to19_0     167.64     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                0                 
89         94.00      v4              TypeManual      25to15_0     236.08     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
89         94.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
89         94.00      v2              TypeManual      8to18_1      401.22     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

90         95.00      v1              TypeManual      13to14_0     230.34     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
90         95.00      v5              TypeManual      15to16_0     292.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
90         95.00      v9              TypeManual      15to5_1      442.84     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
90         95.00      v10             TypeManual      17to16_1     29.50      13.92      3.00       Undefined           1.64                 -1.00      -1.00            16                1                 
90         95.00      v3              TypeManual      19to9_0      495.16     11.18      0.00       Undefined           1.64                 -1.00      -1.00            9                 0                 
90         95.00      v6              TypeManual      20to19_0     185.52     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
90         95.00      v4              TypeManual      25to15_0     247.26     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
90         95.00      v8              TypeManual      28to18_1     9.92       11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
90         95.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
90         95.00      v2              TypeManual      8to18_1      412.40     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

91         96.00      v1              TypeManual      13to14_0     248.22     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
91         96.00      v5              TypeManual      15to16_0     310.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
91         96.00      v9              TypeManual      15to5_1      454.02     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
91         96.00      v10             TypeManual      17to16_1     46.42      16.92      3.00       Undefined           1.64                 -1.00      -1.00            16                1                 
91         96.00      v6              TypeManual      20to19_0     203.40     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
91         96.00      v4              TypeManual      25to15_0     258.44     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
91         96.00      v8              TypeManual      28to18_1     21.10      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
91         96.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
91         96.00      v2              TypeManual      8to18_1      423.58     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 

92         97.00      v1              TypeManual      13to14_0     266.10     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
92         97.00      v5              TypeManual      15to16_0     328.56     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
92         97.00      v9              TypeManual      15to5_1      465.20     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
92         97.00      v10             TypeManual      17to16_1     64.30      17.88      0.96       Undefined           1.64                 -1.00      -1.00            16                1                 
92         97.00      v6              TypeManual      20to19_0     221.28     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
92         97.00      v4              TypeManual      25to15_1     269.62     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                1                 
92         97.00      v8              TypeManual      28to18_1     32.28      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
92         97.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
92         97.00      v2              TypeManual      8to18_1      434.76     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 

93         98.00      v1              TypeManual      13to14_0     283.98     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
93         98.00      v5              TypeManual      15to16_0     346.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
93         98.00      v9              TypeManual      15to5_1      476.38     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
93         98.00      v10             TypeManual      17to16_0     82.18      17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
93         98.00      v6              TypeManual      20to19_0     239.16     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
93         98.00      v4              TypeManual      25to15_1     280.80     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
93         98.00      v8              TypeManual      28to18_1     43.46      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
93         98.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
93         98.00      v2              TypeManual      8to18_1      445.94     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 

94         99.00      v1              TypeManual      13to14_0     301.86     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
94         99.00      v5              TypeManual      15to16_0     364.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
94         99.00      v9              TypeManual      15to5_1      487.56     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
94         99.00      v10             TypeManual      17to16_0     100.06     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
94         99.00      v6              TypeManual      20to19_0     257.04     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
94         99.00      v4              TypeManual      25to15_1     291.98     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
94         99.00      v8              TypeManual      28to18_1     54.64      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
94         99.00      v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
94         99.00      v2              TypeManual      8to18_1      457.12     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 

95         100.00     v1              TypeManual      13to14_0     319.74     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
95         100.00     v5              TypeManual      15to16_0     382.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
95         100.00     v9              TypeManual      15to5_1      498.74     11.18      0.00       Undefined           1.64                 -1.00      -1.00            5                 0                 
95         100.00     v10             TypeManual      17to16_0     117.94     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
95         100.00     v6              TypeManual      20to19_0     274.92     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
95         100.00     v4              TypeManual      25to15_1     303.16     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
95         100.00     v8              TypeManual      28to18_0     65.82      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
95         100.00     v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
95         100.00     v2              TypeManual      8to18_1      468.30     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 

96         101.00     v1              TypeManual      13to14_0     337.62     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
96         101.00     v5              TypeManual      15to16_0     400.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
96         101.00     v10             TypeManual      17to16_0     135.82     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
96         101.00     v6              TypeManual      20to19_0     292.80     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
96         101.00     v4              TypeManual      25to15_1     314.34     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
96         101.00     v8              TypeManual      28to18_0     77.00      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
96         101.00     v9              TypeManual      5to15_1      9.92       11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
96         101.00     v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
96         101.00     v2              TypeManual      8to18_1      479.48     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 

97         102.00     v1              TypeManual      13to14_0     355.50     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
97         102.00     v5              TypeManual      15to16_0     417.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
97         102.00     v10             TypeManual      17to16_0     153.70     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
97         102.00     v6              TypeManual      20to19_0     310.68     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
97         102.00     v4              TypeManual      25to15_1     325.52     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
97         102.00     v8              TypeManual      28to18_0     88.18      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
97         102.00     v9              TypeManual      5to15_1      21.10      11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
97         102.00     v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 
97         102.00     v2              TypeManual      8to18_1      490.66     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                0                 

98         103.00     v1              TypeManual      13to14_0     373.38     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
98         103.00     v5              TypeManual      15to16_0     435.84     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
98         103.00     v10             TypeManual      17to16_0     171.58     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
98         103.00     v2              TypeManual      18to28_1     1.84       11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
98         103.00     v6              TypeManual      20to19_0     328.56     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
98         103.00     v4              TypeManual      25to15_1     336.70     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
98         103.00     v8              TypeManual      28to18_0     99.36      11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
98         103.00     v9              TypeManual      5to15_1      32.28      11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
98         103.00     v7              TypeManual      7to8_0       499.00     0.00       0.00       Undefined           1.64                 -1.00      -1.00            8                 1                 

99         104.00     v1              TypeManual      13to14_0     391.26     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
99         104.00     v5              TypeManual      15to16_0     453.72     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
99         104.00     v10             TypeManual      17to16_0     189.46     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
99         104.00     v2              TypeManual      18to28_1     13.02      11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
99         104.00     v6              TypeManual      20to19_0     346.44     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
99         104.00     v4              TypeManual      25to15_1     347.88     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
99         104.00     v8              TypeManual      28to18_0     110.54     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
99         104.00     v9              TypeManual      5to15_1      43.46      11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
99         104.00     v7              TypeManual      8to18_1      2.00       3.00       3.00       Undefined           1.64                 -1.00      -1.00            18                0                 

100        105.00     v1              TypeManual      13to14_0     409.14     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
100        105.00     v5              TypeManual      15to16_0     471.60     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
100        105.00     v10             TypeManual      17to16_0     207.34     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
100        105.00     v2              TypeManual      18to28_1     24.20      11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
100        105.00     v6              TypeManual      20to19_0     364.32     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
100        105.00     v4              TypeManual      25to15_1     359.06     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
100        105.00     v8              TypeManual      28to18_0     121.72     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
100        105.00     v9              TypeManual      5to15_1      54.64      11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
100        105.00     v7              TypeManual      8to18_1      8.00       6.00       3.00       Undefined           1.64                 -1.00      -1.00            18                0                 

101        106.00     v1              TypeManual      13to14_0     427.02     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
101        106.00     v5              TypeManual      15to16_0     489.48     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                0                 
101        106.00     v10             TypeManual      17to16_0     225.22     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
101        106.00     v2              TypeManual      18to28_1     35.38      11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
101        106.00     v6              TypeManual      20to19_0     382.20     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
101        106.00     v4              TypeManual      25to15_1     370.24     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
101        106.00     v8              TypeManual      28to18_0     132.90     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
101        106.00     v9              TypeManual      5to15_0      65.82      11.18      0.00       Undefined           1.64                 918.66     82.17            15                0                 
101        106.00     v7              TypeManual      8to18_1      17.00      9.00       3.00       Undefined           1.64                 -1.00      -1.00            18                0                 

102        107.00     v1              TypeManual      13to14_0     444.90     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
102        107.00     v5              TypeManual      16to17_0     7.36       17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
102        107.00     v10             TypeManual      17to16_0     243.10     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
102        107.00     v2              TypeManual      18to28_1     46.56      11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
102        107.00     v6              TypeManual      20to19_0     400.08     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
102        107.00     v4              TypeManual      25to15_1     381.42     11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
102        107.00     v8              TypeManual      28to18_0     144.08     11.18      0.00       Undefined           1.64                 -1.00      -1.00            18                1                 
102        107.00     v9              TypeManual      5to15_0      77.00      11.18      0.00       Undefined           1.64                 -1.00      -1.00            15                0                 
102        107.00     v7              TypeManual      8to18_1      28.18      11.18      2.18       Undefined           1.64                 -1.00      -1.00            18                0                 

103        108.00     v1              TypeManual      13to14_0     462.78     17.88      0.00       Undefined           1.64                 -1.00      -1.00            14                1                 
103        108.00     v5              TypeManual      16to17_0     25.24      17.88      0.00       Undefined           1.64                 -1.00      -1.00            17                0                 
103        108.00     v10             TypeManual      17to16_0     260.98     17.88      0.00       Undefined           1.64                 -1.00      -1.00            16                1                 
103        108.00     v2              TypeManual      18to28_0     57.74      11.18      0.00       Undefined           1.64                 -1.00      -1.00            28                0                 
103        108.00     v6              TypeManual      20to19_0     417.96     17.88      0.00       Undefined           1.64                 -1.00      -1.00            19                1                 
