index     timeStep    vehicleName    vehicleType      lane        pos        speed       accel       CFMode              gap       timeGap   
516        53.20      CACC3           TypeCACC@CACC3  1to2_1       389.37     21.27      -2.14      GapControl          14.84      0.70       
516        53.20      CACC4           TypeCACC@CACC4  1to2_1       369.13     22.01      -1.38      GapControl          15.23      0.69       
516        53.20      CACC5           TypeCACC@CACC5  1to2_1       348.68     22.40      -0.78      GapControl          15.45      0.69       
516        53.20      CACC6           TypeCACC@CACC6  1to2_1       328.18     22.55      -0.36      GapControl          15.50      0.69       
516        53.20      CACC7           TypeCACC@CACC7  1to2_1       307.76     22.45      0.17       GapControl          15.42      0.69       
516        53.20      CACC8           TypeCACC@CACC8  1to2_1       287.57     22.06      0.71       GapControl          15.18      0.69       
516        53.20      CACC9           TypeCACC@CACC9  1to2_1       267.76     21.45      1.06       GapControl          14.81      0.69       
516        53.20      CACC10          TypeCACC@CACC10 1to2_1       248.42     20.67      1.24       GapControl          14.34      0.69       

517        53.30      CACC1           TypeCACC@CACC1  1to2_1       430.31     20.00      0.00       Undefined           -1.00      -1.00      
517        53.30      CACC2           TypeCACC@CACC2  1to2_1       411.21     20.11      -1.64      GapControl          14.10      0.70       
517        53.30      CACC3           TypeCACC@CACC3  1to2_1       391.47     21.06      -2.11      GapControl          14.74      0.70       
517        53.30      CACC4           TypeCACC@CACC4  1to2_1       371.32     21.85      -1.54      GapControl          15.16      0.69       
517        53.30      CACC5           TypeCACC@CACC5  1to2_1       350.91     22.31      -0.90      GapControl          15.40      0.69       
517        53.30      CACC6           TypeCACC@CACC6  1to2_1       330.43     22.50      -0.46      GapControl          15.49      0.69       
517        53.30      CACC7           TypeCACC@CACC7  1to2_1       310.00     22.45      0.04       GapControl          15.42      0.69       
517        53.30      CACC8           TypeCACC@CACC8  1to2_1       289.79     22.12      0.60       GapControl          15.22      0.69       
517        53.30      CACC9           TypeCACC@CACC9  1to2_1       269.91     21.55      1.01       GapControl          14.87      0.69       
517        53.30      CACC10          TypeCACC@CACC10 1to2_1       250.50     20.80      1.23       GapControl          14.41      0.69       

518        53.40      CACC1           TypeCACC@CACC1  1to2_1       432.31     20.00      0.00       Undefined           -1.00      -1.00      
518        53.40      CACC2           TypeCACC@CACC2  1to2_1       413.21     19.99      -1.22      GapControl          14.10      0.71       
518        53.40      CACC3           TypeCACC@CACC3  1to2_1       393.56     20.86      -1.98      GapControl          14.65      0.70       
518        53.40      CACC4           TypeCACC@CACC4  1to2_1       373.49     21.69      -1.66      GapControl          15.07      0.69       
518        53.40      CACC5           TypeCACC@CACC5  1to2_1       353.13     22.21      -1.03      GapControl          15.35      0.69       
518        53.40      CACC6           TypeCACC@CACC6  1to2_1       332.67     22.45      -0.56      GapControl          15.46      0.69       
518        53.40      CACC7           TypeCACC@CACC7  1to2_1       312.25     22.44      -0.08      GapControl          15.42      0.69       
518        53.40      CACC8           TypeCACC@CACC8  1to2_1       292.00     22.17      0.48       GapControl          15.24      0.69       
518        53.40      CACC9           TypeCACC@CACC9  1to2_1       272.08     21.64      0.94       GapControl          14.92      0.69       
518        53.40      CACC10          TypeCACC@CACC10 1to2_1       252.59     20.92      1.21       GapControl          14.49      0.69       

519        53.50      CACC1           TypeCACC@CACC1  1to2_1       434.31     20.00      0.00       Undefined           -1.00      -1.00      
519        53.50      CACC2           TypeCACC@CACC2  1to2_1       415.20     19.91      -0.81      GapControl          14.11      0.71       
519        53.50      CACC3           TypeCACC@CACC3  1to2_1       395.63     20.69      -1.77      GapControl          14.57      0.70       
519        53.50      CACC4           TypeCACC@CACC4  1to2_1       375.64     21.52      -1.71      GapControl          14.99      0.70       
519        53.50      CACC5           TypeCACC@CACC5  1to2_1       355.34     22.09      -1.14      GapControl          15.29      0.69       
519        53.50      CACC6           TypeCACC@CACC6  1to2_1       334.91     22.38      -0.65      GapControl          15.43      0.69       
519        53.50      CACC7           TypeCACC@CACC7  1to2_1       314.49     22.42      -0.19      GapControl          15.42      0.69       
519        53.50      CACC8           TypeCACC@CACC8  1to2_1       294.22     22.21      0.35       GapControl          15.27      0.69       
519        53.50      CACC9           TypeCACC@CACC9  1to2_1       274.25     21.73      0.85       GapControl          14.97      0.69       
519        53.50      CACC10          TypeCACC@CACC10 1to2_1       254.70     21.04      1.17       GapControl          14.56      0.69       

520        53.60      CACC1           TypeCACC@CACC1  1to2_1       436.31     20.00      0.00       Undefined           -1.00      -1.00      
520        53.60      CACC2           TypeCACC@CACC2  1to2_1       417.19     19.87      -0.42      GapControl          14.12      0.71       
520        53.60      CACC3           TypeCACC@CACC3  1to2_1       397.68     20.54      -1.49      GapControl          14.51      0.71       
520        53.60      CACC4           TypeCACC@CACC4  1to2_1       377.77     21.35      -1.70      GapControl          14.91      0.70       
520        53.60      CACC5           TypeCACC@CACC5  1to2_1       357.54     21.97      -1.24      GapControl          15.23      0.69       
520        53.60      CACC6           TypeCACC@CACC6  1to2_1       337.14     22.31      -0.74      GapControl          15.40      0.69       
520        53.60      CACC7           TypeCACC@CACC7  1to2_1       316.73     22.39      -0.30      GapControl          15.41      0.69       
520        53.60      CACC8           TypeCACC@CACC8  1to2_1       296.45     22.23      0.23       GapControl          15.28      0.69       
520        53.60      CACC9           TypeCACC@CACC9  1to2_1       276.43     21.80      0.75       GapControl          15.02      0.69       
520        53.60      CACC10          TypeCACC@CACC10 1to2_1       256.81     21.15      1.12       GapControl          14.62      0.69       

521        53.70      CACC1           TypeCACC@CACC1  1to2_1       438.31     20.00      0.00       Undefined           -1.00      -1.00      
521        53.70      CACC2           TypeCACC@CACC2  1to2_1       419.17     19.86      -0.07      GapControl          14.14      0.71       
521        53.70      CACC3           TypeCACC@CACC3  1to2_1       399.72     20.42      -1.16      GapControl          14.45      0.71       
521        53.70      CACC4           TypeCACC@CACC4  1to2_1       379.89     21.19      -1.62      GapControl          14.83      0.70       
521        53.70      CACC5           TypeCACC@CACC5  1to2_1       359.72     21.84      -1.31      GapControl          15.17      0.69       
521        53.70      CACC6           TypeCACC@CACC6  1to2_1       339.36     22.22      -0.83      GapControl          15.36      0.69       
521        53.70      CACC7           TypeCACC@CACC7  1to2_1       318.96     22.35      -0.39      GapControl          15.40      0.69       
521        53.70      CACC8           TypeCACC@CACC8  1to2_1       298.67     22.24      0.10       GapControl          15.29      0.69       
521        53.70      CACC9           TypeCACC@CACC9  1to2_1       278.62     21.87      0.64       GapControl          15.05      0.69       
521        53.70      CACC10          TypeCACC@CACC10 1to2_1       258.94     21.25      1.06       GapControl          14.68      0.69       

522        53.80      CACC1           TypeCACC@CACC1  1to2_1       440.31     20.00      0.00       Undefined           -1.00      -1.00      
522        53.80      CACC2           TypeCACC@CACC2  1to2_1       421.16     19.88      0.20       GapControl          14.15      0.71       
522        53.80      CACC3           TypeCACC@CACC3  1to2_1       401.76     20.34      -0.82      GapControl          14.41      0.71       
522        53.80      CACC4           TypeCACC@CACC4  1to2_1       381.99     21.04      -1.47      GapControl          14.76      0.70       
522        53.80      CACC5           TypeCACC@CACC5  1to2_1       361.89     21.70      -1.35      GapControl          15.10      0.70       
522        53.80      CACC6           TypeCACC@CACC6  1to2_1       341.58     22.13      -0.91      GapControl          15.32      0.69       
522        53.80      CACC7           TypeCACC@CACC7  1to2_1       321.20     22.31      -0.48      GapControl          15.38      0.69       
522        53.80      CACC8           TypeCACC@CACC8  1to2_1       300.89     22.24      -0.01      GapControl          15.30      0.69       
522        53.80      CACC9           TypeCACC@CACC9  1to2_1       280.81     21.92      0.52       GapControl          15.08      0.69       
522        53.80      CACC10          TypeCACC@CACC10 1to2_1       261.07     21.35      0.98       GapControl          14.74      0.69       

523        53.90      CACC1           TypeCACC@CACC1  1to2_1       442.31     20.00      0.00       Undefined           -1.00      -1.00      
523        53.90      CACC2           TypeCACC@CACC2  1to2_1       423.15     19.92      0.41       GapControl          14.16      0.71       
523        53.90      CACC3           TypeCACC@CACC3  1to2_1       403.79     20.29      -0.49      GapControl          14.37      0.71       
523        53.90      CACC4           TypeCACC@CACC4  1to2_1       384.09     20.91      -1.27      GapControl          14.70      0.70       
523        53.90      CACC5           TypeCACC@CACC5  1to2_1       364.05     21.57      -1.34      GapControl          15.04      0.70       
523        53.90      CACC6           TypeCACC@CACC6  1to2_1       343.78     22.04      -0.97      GapControl          15.27      0.69       
523        53.90      CACC7           TypeCACC@CACC7  1to2_1       323.42     22.25      -0.56      GapControl          15.36      0.69       
523        53.90      CACC8           TypeCACC@CACC8  1to2_1       303.12     22.23      -0.11      GapControl          15.30      0.69       
523        53.90      CACC9           TypeCACC@CACC9  1to2_1       283.01     21.96      0.40       GapControl          15.11      0.69       
523        53.90      CACC10          TypeCACC@CACC10 1to2_1       263.22     21.44      0.89       GapControl          14.79      0.69       

524        54.00      CACC1           TypeCACC@CACC1  1to2_1       444.31     20.00      0.00       Undefined           -1.00      -1.00      
524        54.00      CACC2           TypeCACC@CACC2  1to2_1       425.15     19.97      0.53       GapControl          14.16      0.71       
524        54.00      CACC3           TypeCACC@CACC3  1to2_1       405.81     20.27      -0.19      GapControl          14.34      0.71       
524        54.00      CACC4           TypeCACC@CACC4  1to2_1       386.17     20.81      -1.03      GapControl          14.65      0.70       
524        54.00      CACC5           TypeCACC@CACC5  1to2_1       366.19     21.44      -1.28      GapControl          14.97      0.70       
524        54.00      CACC6           TypeCACC@CACC6  1to2_1       345.97     21.93      -1.01      GapControl          15.22      0.69       
524        54.00      CACC7           TypeCACC@CACC7  1to2_1       325.64     22.19      -0.62      GapControl          15.33      0.69       
524        54.00      CACC8           TypeCACC@CACC8  1to2_1       305.34     22.21      -0.21      GapControl          15.30      0.69       
524        54.00      CACC9           TypeCACC@CACC9  1to2_1       285.20     21.99      0.28       GapControl          15.13      0.69       
524        54.00      CACC10          TypeCACC@CACC10 1to2_1       265.37     21.52      0.78       GapControl          14.84      0.69       

525        54.10      CACC1           TypeCACC@CACC1  1to2_1       446.31     20.00      0.00       Undefined           -1.00      -1.00      
525        54.10      CACC2           TypeCACC@CACC2  1to2_1       427.15     20.03      0.58       GapControl          14.16      0.71       
525        54.10      CACC3           TypeCACC@CACC3  1to2_1       407.84     20.28      0.05       GapControl          14.31      0.71       
525        54.10      CACC4           TypeCACC@CACC4  1to2_1       388.24     20.73      -0.77      GapControl          14.60      0.70       
525        54.10      CACC5           TypeCACC@CACC5  1to2_1       368.33     21.32      -1.18      GapControl          14.91      0.70       
525        54.10      CACC6           TypeCACC@CACC6  1to2_1       348.16     21.83      -1.03      GapControl          15.17      0.69       
525        54.10      CACC7           TypeCACC@CACC7  1to2_1       327.85     22.12      -0.68      GapControl          15.30      0.69       
525        54.10      CACC8           TypeCACC@CACC8  1to2_1       307.56     22.18      -0.29      GapControl          15.29      0.69       
525        54.10      CACC9           TypeCACC@CACC9  1to2_1       287.40     22.00      0.17       GapControl          15.15      0.69       
525        54.10      CACC10          TypeCACC@CACC10 1to2_1       267.53     21.59      0.67       GapControl          14.88      0.69       

526        54.20      CACC1           TypeCACC@CACC1  1to2_1       448.31     20.00      0.00       Undefined           -1.00      -1.00      
526        54.20      CACC2           TypeCACC@CACC2  1to2_1       429.16     20.09      0.57       GapControl          14.15      0.70       
526        54.20      CACC3           TypeCACC@CACC3  1to2_1       409.87     20.30      0.22       GapControl          14.29      0.70       
526        54.20      CACC4           TypeCACC@CACC4  1to2_1       390.31     20.68      -0.52      GapControl          14.56      0.70       
526        54.20      CACC5           TypeCACC@CACC5  1to2_1       370.45     21.22      -1.04      GapControl          14.86      0.70       
526        54.20      CACC6           TypeCACC@CACC6  1to2_1       350.33     21.73      -1.02      GapControl          15.12      0.70       
526        54.20      CACC7           TypeCACC@CACC7  1to2_1       330.06     22.05      -0.72      GapControl          15.27      0.69       
526        54.20      CACC8           TypeCACC@CACC8  1to2_1       309.77     22.14      -0.35      GapControl          15.29      0.69       
526        54.20      CACC9           TypeCACC@CACC9  1to2_1       289.61     22.01      0.07       GapControl          15.16      0.69       
526        54.20      CACC10          TypeCACC@CACC10 1to2_1       269.69     21.64      0.56       GapControl          14.92      0.69       

527        54.30      CACC1           TypeCACC@CACC1  1to2_1       450.31     20.00      0.00       Undefined           -1.00      -1.00      
527        54.30      CACC2           TypeCACC@CACC2  1to2_1       431.18     20.14      0.50       GapControl          14.13      0.70       
527        54.30      CACC3           TypeCACC@CACC3  1to2_1       411.90     20.33      0.33       GapControl          14.27      0.70       
527        54.30      CACC4           TypeCACC@CACC4  1to2_1       392.37     20.65      -0.29      GapControl          14.53      0.70       
527        54.30      CACC5           TypeCACC@CACC5  1to2_1       372.56     21.13      -0.87      GapControl          14.81      0.70       
527        54.30      CACC6           TypeCACC@CACC6  1to2_1       352.49     21.63      -0.98      GapControl          15.07      0.70       
527        54.30      CACC7           TypeCACC@CACC7  1to2_1       332.25     21.98      -0.74      GapControl          15.24      0.69       
527        54.30      CACC8           TypeCACC@CACC8  1to2_1       311.98     22.10      -0.41      GapControl          15.27      0.69       
527        54.30      CACC9           TypeCACC@CACC9  1to2_1       291.81     22.01      -0.01      GapControl          15.17      0.69       
527        54.30      CACC10          TypeCACC@CACC10 1to2_1       271.86     21.69      0.45       GapControl          14.95      0.69       

528        54.40      CACC1           TypeCACC@CACC1  1to2_1       452.31     20.00      0.00       Undefined           -1.00      -1.00      
528        54.40      CACC2           TypeCACC@CACC2  1to2_1       433.20     20.18      0.39       GapControl          14.11      0.70       
528        54.40      CACC3           TypeCACC@CACC3  1to2_1       413.94     20.37      0.36       GapControl          14.26      0.70       
528        54.40      CACC4           TypeCACC@CACC4  1to2_1       394.44     20.64      -0.10      GapControl          14.50      0.70       
528        54.40      CACC5           TypeCACC@CACC5  1to2_1       374.67     21.06      -0.68      GapControl          14.77      0.70       
528        54.40      CACC6           TypeCACC@CACC6  1to2_1       354.65     21.54      -0.91      GapControl          15.02      0.70       
528        54.40      CACC7           TypeCACC@CACC7  1to2_1       334.44     21.90      -0.75      GapControl          15.20      0.69       
528        54.40      CACC8           TypeCACC@CACC8  1to2_1       314.19     22.06      -0.45      GapControl          15.26      0.69       
528        54.40      CACC9           TypeCACC@CACC9  1to2_1       294.01     22.00      -0.09      GapControl          15.18      0.69       
528        54.40      CACC10          TypeCACC@CACC10 1to2_1       274.03     21.72      0.35       GapControl          14.98      0.69       

529        54.50      CACC1           TypeCACC@CACC1  1to2_1       454.31     20.00      0.00       Undefined           -1.00      -1.00      
529        54.50      CACC2           TypeCACC@CACC2  1to2_1       435.22     20.20      0.26       GapControl          14.09      0.70       
529        54.50      CACC3           TypeCACC@CACC3  1to2_1       415.98     20.40      0.32       GapControl          14.24      0.70       
529        54.50      CACC4           TypeCACC@CACC4  1to2_1       396.50     20.65      0.04       GapControl          14.48      0.70       
529        54.50      CACC5           TypeCACC@CACC5  1to2_1       376.77     21.01      -0.50      GapControl          14.73      0.70       
529        54.50      CACC6           TypeCACC@CACC6  1to2_1       356.79     21.46      -0.81      GapControl          14.98      0.70       
529        54.50      CACC7           TypeCACC@CACC7  1to2_1       336.63     21.83      -0.74      GapControl          15.17      0.69       
529        54.50      CACC8           TypeCACC@CACC8  1to2_1       316.39     22.01      -0.47      GapControl          15.24      0.69       
529        54.50      CACC9           TypeCACC@CACC9  1to2_1       296.21     21.99      -0.15      GapControl          15.18      0.69       
529        54.50      CACC10          TypeCACC@CACC10 1to2_1       276.21     21.75      0.26       GapControl          15.00      0.69       

530        54.60      CACC1           TypeCACC@CACC1  1to2_1       456.31     20.00      0.00       Undefined           -1.00      -1.00      
530        54.60      CACC2           TypeCACC@CACC2  1to2_1       437.24     20.21      0.11       GapControl          14.07      0.70       
530        54.60      CACC3           TypeCACC@CACC3  1to2_1       418.02     20.42      0.23       GapControl          14.21      0.70       
530        54.60      CACC4           TypeCACC@CACC4  1to2_1       398.57     20.66      0.12       GapControl          14.46      0.70       
530        54.60      CACC5           TypeCACC@CACC5  1to2_1       378.87     20.98      -0.34      GapControl          14.70      0.70       
530        54.60      CACC6           TypeCACC@CACC6  1to2_1       358.93     21.39      -0.70      GapControl          14.94      0.70       
530        54.60      CACC7           TypeCACC@CACC7  1to2_1       338.80     21.76      -0.71      GapControl          15.13      0.70       
530        54.60      CACC8           TypeCACC@CACC8  1to2_1       318.58     21.96      -0.49      GapControl          15.22      0.69       
530        54.60      CACC9           TypeCACC@CACC9  1to2_1       298.40     21.97      -0.19      GapControl          15.18      0.69       
530        54.60      CACC10          TypeCACC@CACC10 1to2_1       278.38     21.77      0.18       GapControl          15.02      0.69       

531        54.70      CACC1           TypeCACC@CACC1  1to2_1       458.31     20.00      0.00       Undefined           -1.00      -1.00      
531        54.70      CACC2           TypeCACC@CACC2  1to2_1       439.26     20.21      -0.03      GapControl          14.05      0.70       
531        54.70      CACC3           TypeCACC@CACC3  1to2_1       420.07     20.43      0.10       GapControl          14.19      0.69       
531        54.70      CACC4           TypeCACC@CACC4  1to2_1       400.63     20.67      0.13       GapControl          14.43      0.70       
531        54.70      CACC5           TypeCACC@CACC5  1to2_1       380.96     20.96      -0.20      GapControl          14.67      0.70       
531        54.70      CACC6           TypeCACC@CACC6  1to2_1       361.06     21.33      -0.57      GapControl          14.90      0.70       
531        54.70      CACC7           TypeCACC@CACC7  1to2_1       340.97     21.69      -0.66      GapControl          15.09      0.70       
531        54.70      CACC8           TypeCACC@CACC8  1to2_1       320.77     21.91      -0.49      GapControl          15.20      0.69       
531        54.70      CACC9           TypeCACC@CACC9  1to2_1       300.60     21.94      -0.23      GapControl          15.18      0.69       
531        54.70      CACC10          TypeCACC@CACC10 1to2_1       280.56     21.78      0.11       GapControl          15.04      0.69       

532        54.80      CACC1           TypeCACC@CACC1  1to2_1       460.31     20.00      0.00       Undefined           -1.00      -1.00      
532        54.80      CACC2           TypeCACC@CACC2  1to2_1       441.28     20.20      -0.15      GapControl          14.03      0.69       
532        54.80      CACC3           TypeCACC@CACC3  1to2_1       422.11     20.43      -0.05      GapControl          14.17      0.69       
532        54.80      CACC4           TypeCACC@CACC4  1to2_1       402.70     20.68      0.09       GapControl          14.41      0.70       
532        54.80      CACC5           TypeCACC@CACC5  1to2_1       383.06     20.95      -0.11      GapControl          14.64      0.70       
532        54.80      CACC6           TypeCACC@CACC6  1to2_1       363.19     21.29      -0.45      GapControl          14.87      0.70       
532        54.80      CACC7           TypeCACC@CACC7  1to2_1       343.13     21.63      -0.60      GapControl          15.06      0.70       
532        54.80      CACC8           TypeCACC@CACC8  1to2_1       322.96     21.86      -0.48      GapControl          15.17      0.69       
532        54.80      CACC9           TypeCACC@CACC9  1to2_1       302.79     21.92      -0.25      GapControl          15.17      0.69       
532        54.80      CACC10          TypeCACC@CACC10 1to2_1       282.74     21.78      0.06       GapControl          15.05      0.69       

533        54.90      CACC1           TypeCACC@CACC1  1to2_1       462.31     20.00      0.00       Undefined           -1.00      -1.00      
533        54.90      CACC2           TypeCACC@CACC2  1to2_1       443.30     20.17      -0.25      GapControl          14.01      0.69       
533        54.90      CACC3           TypeCACC@CACC3  1to2_1       424.15     20.41      -0.21      GapControl          14.15      0.69       
533        54.90      CACC4           TypeCACC@CACC4  1to2_1       404.77     20.68      -0.01      GapControl          14.38      0.70       
533        54.90      CACC5           TypeCACC@CACC5  1to2_1       385.15     20.94      -0.06      GapControl          14.62      0.70       
533        54.90      CACC6           TypeCACC@CACC6  1to2_1       365.32     21.25      -0.35      GapControl          14.84      0.70       
533        54.90      CACC7           TypeCACC@CACC7  1to2_1       345.29     21.58      -0.52      GapControl          15.03      0.70       
533        54.90      CACC8           TypeCACC@CACC8  1to2_1       325.14     21.82      -0.46      GapControl          15.15      0.69       
533        54.90      CACC9           TypeCACC@CACC9  1to2_1       304.98     21.89      -0.26      GapControl          15.16      0.69       
533        54.90      CACC10          TypeCACC@CACC10 1to2_1       284.92     21.78      0.01       GapControl          15.06      0.69       

534        55.00      CACC1           TypeCACC@CACC1  1to2_1       464.31     20.00      0.00       Undefined           -1.00      -1.00      
534        55.00      CACC2           TypeCACC@CACC2  1to2_1       445.31     20.14      -0.32      GapControl          14.00      0.70       
534        55.00      CACC3           TypeCACC@CACC3  1to2_1       426.19     20.37      -0.35      GapControl          14.12      0.69       
534        55.00      CACC4           TypeCACC@CACC4  1to2_1       406.84     20.66      -0.13      GapControl          14.35      0.69       
534        55.00      CACC5           TypeCACC@CACC5  1to2_1       387.25     20.94      -0.06      GapControl          14.59      0.70       
534        55.00      CACC6           TypeCACC@CACC6  1to2_1       367.44     21.23      -0.26      GapControl          14.81      0.70       
534        55.00      CACC7           TypeCACC@CACC7  1to2_1       347.45     21.53      -0.45      GapControl          15.00      0.70       
534        55.00      CACC8           TypeCACC@CACC8  1to2_1       327.32     21.77      -0.43      GapControl          15.12      0.69       
534        55.00      CACC9           TypeCACC@CACC9  1to2_1       307.17     21.87      -0.26      GapControl          15.16      0.69       
534        55.00      CACC10          TypeCACC@CACC10 1to2_1       287.10     21.78      -0.02      GapControl          15.07      0.69       

535        55.10      CACC1           TypeCACC@CACC1  1to2_1       466.31     20.00      0.00       Undefined           -1.00      -1.00      
535        55.10      CACC2           TypeCACC@CACC2  1to2_1       447.32     20.10      -0.36      GapControl          13.99      0.70       
535        55.10      CACC3           TypeCACC@CACC3  1to2_1       428.22     20.32      -0.48      GapControl          14.10      0.69       
535        55.10      CACC4           TypeCACC@CACC4  1to2_1       408.90     20.64      -0.28      GapControl          14.32      0.69       
535        55.10      CACC5           TypeCACC@CACC5  1to2_1       389.34     20.93      -0.11      GapControl          14.56      0.70       
535        55.10      CACC6           TypeCACC@CACC6  1to2_1       369.56     21.21      -0.21      GapControl          14.78      0.70       
535        55.10      CACC7           TypeCACC@CACC7  1to2_1       349.59     21.50      -0.38      GapControl          14.97      0.70       
535        55.10      CACC8           TypeCACC@CACC8  1to2_1       329.49     21.73      -0.40      GapControl          15.10      0.69       
535        55.10      CACC9           TypeCACC@CACC9  1to2_1       309.35     21.84      -0.25      GapControl          15.14      0.69       
535        55.10      CACC10          TypeCACC@CACC10 1to2_1       289.27     21.78      -0.03      GapControl          15.08      0.69       

536        55.20      CACC1           TypeCACC@CACC1  1to2_1       468.31     20.00      0.00       Undefined           -1.00      -1.00      
536        55.20      CACC2           TypeCACC@CACC2  1to2_1       449.33     20.07      -0.37      GapControl          13.98      0.70       
536        55.20      CACC3           TypeCACC@CACC3  1to2_1       430.24     20.27      -0.56      GapControl          14.08      0.69       
536        55.20      CACC4           TypeCACC@CACC4  1to2_1       410.96     20.59      -0.43      GapControl          14.29      0.69       
536        55.20      CACC5           TypeCACC@CACC5  1to2_1       391.43     20.91      -0.20      GapControl          14.53      0.69       
536        55.20      CACC6           TypeCACC@CACC6  1to2_1       371.68     21.19      -0.19      GapControl          14.75      0.70       
536        55.20      CACC7           TypeCACC@CACC7  1to2_1       351.74     21.46      -0.32      GapControl          14.94      0.70       
536        55.20      CACC8           TypeCACC@CACC8  1to2_1       331.66     21.70      -0.36      GapControl          15.08      0.69       
536        55.20      CACC9           TypeCACC@CACC9  1to2_1       311.53     21.82      -0.24      GapControl          15.13      0.69       
536        55.20      CACC10          TypeCACC@CACC10 1to2_1       291.45     21.78      -0.04      GapControl          15.08      0.69       

537        55.30      CACC1           TypeCACC@CACC1  1to2_1       470.31     20.00      0.00       Undefined           -1.00      -1.00      
537        55.30      CACC2           TypeCACC@CACC2  1to2_1       451.33     20.03      -0.35      GapControl          13.98      0.70       
537        55.30      CACC3           TypeCACC@CACC3  1to2_1       432.27     20.21      -0.61      GapControl          14.06      0.70       
537        55.30      CACC4           TypeCACC@CACC4  1to2_1       413.01     20.54      -0.57      GapControl          14.25      0.69       
537        55.30      CACC5           TypeCACC@CACC5  1to2_1       393.52     20.88      -0.31      GapControl          14.49      0.69       
537        55.30      CACC6           TypeCACC@CACC6  1to2_1       373.80     21.17      -0.20      GapControl          14.72      0.70       
537        55.30      CACC7           TypeCACC@CACC7  1to2_1       353.88     21.44      -0.28      GapControl          14.91      0.70       
537        55.30      CACC8           TypeCACC@CACC8  1to2_1       333.83     21.67      -0.32      GapControl          15.05      0.69       
537        55.30      CACC9           TypeCACC@CACC9  1to2_1       313.71     21.80      -0.23      GapControl          15.12      0.69       
537        55.30      CACC10          TypeCACC@CACC10 1to2_1       293.63     21.77      -0.05      GapControl          15.08      0.69       

538        55.40      CACC1           TypeCACC@CACC1  1to2_1       472.31     20.00      0.00       Undefined           -1.00      -1.00      
538        55.40      CACC2           TypeCACC@CACC2  1to2_1       453.33     20.00      -0.31      GapControl          13.98      0.70       
538        55.40      CACC3           TypeCACC@CACC3  1to2_1       434.28     20.14      -0.62      GapControl          14.05      0.70       
538        55.40      CACC4           TypeCACC@CACC4  1to2_1       415.06     20.47      -0.68      GapControl          14.22      0.69       
538        55.40      CACC5           TypeCACC@CACC5  1to2_1       395.60     20.83      -0.44      GapControl          14.46      0.69       
538        55.40      CACC6           TypeCACC@CACC6  1to2_1       375.91     21.14      -0.25      GapControl          14.69      0.69       
538        55.40      CACC7           TypeCACC@CACC7  1to2_1       356.03     21.41      -0.25      GapControl          14.89      0.70       
538        55.40      CACC8           TypeCACC@CACC8  1to2_1       335.99     21.64      -0.29      GapControl          15.03      0.69       
538        55.40      CACC9           TypeCACC@CACC9  1to2_1       315.89     21.77      -0.21      GapControl          15.11      0.69       
538        55.40      CACC10          TypeCACC@CACC10 1to2_1       295.81     21.77      -0.05      GapControl          15.08      0.69       

539        55.50      CACC1           TypeCACC@CACC1  1to2_1       474.31     20.00      0.00       Undefined           -1.00      -1.00      
539        55.50      CACC2           TypeCACC@CACC2  1to2_1       455.33     19.98      -0.26      GapControl          13.98      0.70       
539        55.50      CACC3           TypeCACC@CACC3  1to2_1       436.29     20.08      -0.59      GapControl          14.04      0.70       
539        55.50      CACC4           TypeCACC@CACC4  1to2_1       417.10     20.39      -0.75      GapControl          14.19      0.70       
539        55.50      CACC5           TypeCACC@CACC5  1to2_1       397.68     20.77      -0.58      GapControl          14.42      0.69       
539        55.50      CACC6           TypeCACC@CACC6  1to2_1       378.02     21.11      -0.34      GapControl          14.66      0.69       
539        55.50      CACC7           TypeCACC@CACC7  1to2_1       358.16     21.38      -0.26      GapControl          14.86      0.69       
539        55.50      CACC8           TypeCACC@CACC8  1to2_1       338.16     21.61      -0.26      GapControl          15.01      0.69       
539        55.50      CACC9           TypeCACC@CACC9  1to2_1       318.06     21.75      -0.20      GapControl          15.09      0.69       
539        55.50      CACC10          TypeCACC@CACC10 1to2_1       297.98     21.76      -0.04      GapControl          15.08      0.69       

540        55.60      CACC1           TypeCACC@CACC1  1to2_1       476.31     20.00      0.00       Undefined           -1.00      -1.00      
540        55.60      CACC2           TypeCACC@CACC2  1to2_1       457.32     19.96      -0.19      GapControl          13.99      0.70       
540        55.60      CACC3           TypeCACC@CACC3  1to2_1       438.29     20.03      -0.52      GapControl          14.03      0.70       
540        55.60      CACC4           TypeCACC@CACC4  1to2_1       419.13     20.31      -0.79      GapControl          14.16      0.70       
540        55.60      CACC5           TypeCACC@CACC5  1to2_1       399.75     20.70      -0.70      GapControl          14.38      0.69       
540        55.60      CACC6           TypeCACC@CACC6  1to2_1       380.13     21.06      -0.44      GapControl          14.62      0.69       
540        55.60      CACC7           TypeCACC@CACC7  1to2_1       360.30     21.36      -0.29      GapControl          14.83      0.69       
540        55.60      CACC8           TypeCACC@CACC8  1to2_1       340.31     21.59      -0.25      GapControl          14.99      0.69       
540        55.60      CACC9           TypeCACC@CACC9  1to2_1       320.24     21.74      -0.19      GapControl          15.08      0.69       
540        55.60      CACC10          TypeCACC@CACC10 1to2_1       300.16     21.76      -0.04      GapControl          15.08      0.69       

541        55.70      CACC1           TypeCACC@CACC1  1to2_1       478.31     20.00      0.00       Undefined           -1.00      -1.00      
